week_start_date,category_name,has_promotion,transaction_count,avg_revenue_per_transaction,avg_units_per_transaction,total_discount_amount,discount_pct_of_revenue,gross_profit,net_margin,uplift_vs_non_promo
2022-11-01,Accessories,True,89,83.62876404494382,1.8651685393258426,1061.27,14.258708900757997,1370.71,18.41619463224061,-18.65674890145002
2022-11-01,Grooming,False,69,87.70898550724638,1.608695652173913,0.0,0.0,1797.52,29.701648402485535,-10.468393064972485
2022-11-01,Grooming,True,106,78.5272641509434,1.6603773584905661,1162.83,13.969790566668472,1747.76,20.996913702605273,-10.468393064972485
2022-11-01,Toys,False,89,49.9952808988764,1.6741573033707866,0.0,0.0,1315.67,29.568408703736175,-11.157404329600036
2022-11-01,Toys,True,114,44.41710526315789,1.736842105263158,673.9399999999999,13.30963454493126,1007.21,19.891380553165288,-11.157404329600036
2022-11-01,Treats,False,60,21.562,1.5333333333333334,0.0,0.0,400.18,30.93250471506127,-3.0529900484889527
2022-11-01,Treats,True,105,20.903714285714283,1.6,305.96999999999997,13.940106337896689,445.38,20.291677487245245,-3.0529900484889527
2022-11-01,Wellness,False,70,73.12228571428572,1.6,0.0,0.0,1594.78,31.156809727729833,-17.48242681017491
2022-11-01,Wellness,True,87,60.33873563218391,1.5517241379310345,789.51,15.039804018307553,1019.39,19.418912766427958,-17.48242681017491
2022-11-08,Accessories,False,77,87.47987012987012,1.5454545454545454,0.0,0.0,2064.5,30.648980470456184,-23.426658678421546
2022-11-08,Accessories,True,131,66.98625954198474,1.6564885496183206,1352.61,15.414007657943356,1695.6,19.322636521102726,-23.426658678421546
2022-11-08,Grooming,False,80,85.897125,1.7125,0.0,0.0,2109.94,30.70446187808516,-10.951617996400334
2022-11-08,Grooming,True,90,76.49,1.6222222222222222,981.73,14.260832933860017,1319.53,19.16779244926437,-10.951617996400334
2022-11-08,Toys,False,90,46.90555555555556,1.6666666666666667,0.0,0.0,1196.62,28.345848631996123,-4.8845197203743735
2022-11-08,Toys,True,126,44.614444444444445,1.7222222222222223,811.92,14.443325707736754,1180.37,20.997719437433776,-4.8845197203743735
2022-11-08,Treats,False,63,23.815238095238097,1.6666666666666667,0.0,0.0,473.46,31.55642645762913,-11.27826666685371
2022-11-08,Treats,True,113,21.12929203539823,1.6725663716814159,351.04,14.702568677457917,480.64,20.13059084187948,-11.27826666685371
2022-11-08,Wellness,False,69,78.40376811594203,1.6521739130434783,0.0,0.0,1593.21,29.450115160091123,7.608257356444003
2022-11-08,Wellness,True,84,84.36892857142857,1.8214285714285714,959.14,13.53381336787359,1380.26,19.475969346645122,7.608257356444003
2022-11-15,Accessories,False,67,80.65447761194031,1.6567164179104477,0.0,0.0,1594.74,29.511181842569734,1.0212955444469123
2022-11-15,Accessories,True,111,81.4781981981982,1.8198198198198199,1268.75,14.028513679665148,1999.56,22.10904812871822,1.0212955444469123
2022-11-15,Grooming,False,68,86.68882352941176,1.6176470588235294,0.0,0.0,1829.44,31.034599751641938,-16.275596962579687
2022-11-15,Grooming,True,100,72.5797,1.59,1025.91,14.13494406838081,1424.31,19.62408221582348,-16.275596962579687
2022-11-15,Toys,False,91,49.29769230769231,1.5934065934065933,0.0,0.0,1256.47,28.008131802966947,-12.04982347467306
2022-11-15,Toys,True,135,43.35740740740741,1.7925925925925925,843.69,14.41404348011542,1172.39,20.029727074698666,-12.04982347467306
2022-11-15,Treats,False,53,21.12547169811321,1.471698113207547,0.0,0.0,339.07,30.283570758692193,-11.649515861354152
2022-11-15,Treats,True,92,18.664456521739133,1.5217391304347827,245.02,14.269158421310985,321.32,18.712619312446517,-11.649515861354152
2022-11-15,Wellness,False,62,76.36225806451613,1.5,0.0,0.0,1425.05,30.099525605870546,-6.935537526892187
2022-11-15,Wellness,True,80,71.066125,1.6375,805.66,14.170956978445396,1210.87,21.298297888054734,-6.935537526892187
2022-11-22,Accessories,False,222,100.85076576576576,1.9414414414414414,0.0,0.0,6745.44,30.128541547651572,-24.85418368403762
2022-11-22,Accessories,True,343,75.78513119533527,1.7580174927113703,6663.1,25.63292721865849,3045.2400000000002,11.71502983346304,-24.85418368403762
2022-11-22,Grooming,False,184,110.3829891304348,1.9673913043478262,0.0,0.0,6225.12,30.64980771001209,-33.91302388526944
2022-11-22,Grooming,True,295,72.94877966101694,1.8203389830508474,5595.08,25.999575276638215,2721.98,12.648670601940221,-33.91302388526944
2022-11-22,Toys,False,235,51.674085106382975,1.8127659574468085,0.0,0.0,3653.74,30.08825362892053,-19.556904524092822
2022-11-22,Toys,True,351,41.56823361823362,1.772079772079772,3646.0299999999997,24.989153864341056,1872.24,12.831955148743676,-19.556904524092822
2022-11-22,Treats,False,192,25.099375,1.8489583333333333,0.0,0.0,1453.86,30.16882890509595,-12.856981732393574
2022-11-22,Treats,True,306,21.87235294117647,1.9150326797385622,1631.17,24.371501910965232,860.41,12.855486527592827,-12.856981732393574
2022-11-22,Wellness,False,183,98.25688524590163,2.0054644808743167,0.0,0.0,5453.84,30.331110432615837,-24.530846473875947
2022-11-22,Wellness,True,283,74.15363957597172,1.9293286219081272,5048.17,24.055537447796095,2939.72,14.00835244178289,-24.530846473875947
2022-11-29,Accessories,False,247,95.14433198380567,1.785425101214575,0.0,0.0,7047.2699999999995,29.98755353575199,-22.28434205672008
2022-11-29,Accessories,True,367,73.94204359673024,1.7901907356948228,7347.99,27.077654529487262,3108.38,11.454512021160564,-22.28434205672008
2022-11-29,Grooming,False,200,106.2571,1.995,0.0,0.0,6275.51,29.529838476674524,-27.624766296382163
2022-11-29,Grooming,True,319,76.90382445141066,1.7962382445141065,6508.9,26.531938275710303,2866.1,11.682955382939253,-27.624766296382163
2022-11-29,Toys,False,243,54.63189300411522,1.897119341563786,0.0,0.0,3919.44,29.523748545255792,-26.645618493774553
2022-11-29,Toys,True,399,40.07488721804511,1.7744360902255638,4332.38,27.094512279014786,1754.28,10.971189277217155,-26.645618493774553
2022-11-29,Treats,False,211,25.356208530805688,1.8056872037914693,0.0,0.0,1623.66,30.34787744665013,-25.691367346117694
2022-11-29,Treats,True,324,18.841851851851853,1.7592592592592593,1726.59,28.282684331566138,563.85,9.236235331117154,-25.691367346117694
2022-11-29,Wellness,False,206,90.6247572815534,1.9320388349514563,0.0,0.0,5692.46,30.491999978572125,-23.074690951559713
2022-11-29,Wellness,True,323,69.7133746130031,1.8111455108359134,5722.83,25.415123046955408,2673.42,11.872674578170507,-23.074690951559713
2022-12-06,Accessories,False,187,90.13502673796792,1.695187165775401,0.0,0.0,5103.33,30.277391317243573,-24.00939088472708
2022-12-06,Accessories,True,308,68.49415584415584,1.7207792207792207,5594.49,26.518946540133932,2358.43,11.179406717796986,-24.00939088472708
2022-12-06,Grooming,False,161,85.02422360248447,1.8012422360248448,0.0,0.0,4181.54,30.546939491118312,-16.91013405729416
2022-12-06,Grooming,True,261,70.6465134099617,1.7318007662835249,5160.85,27.989168457279185,1874.72,10.167289088082473,-16.91013405729416
2022-12-06,Toys,False,202,53.48420792079207,1.8564356435643565,0.0,0.0,3290.23,30.45434897503469,-30.059521182757145
2022-12-06,Toys,True,315,37.407111111111114,1.7174603174603174,3234.59,27.45076905842303,1314.62,11.156693744673692,-30.059521182757145
2022-12-06,Treats,False,159,24.870062893081762,1.748427672955975,0.0,0.0,1155.95,29.232438282993055,-24.99617640975801
2022-12-06,Treats,True,263,18.653498098859316,1.661596958174905,1284.04,26.173543122825066,574.64,11.713314865658544,-24.99617640975801
2022-12-06,Wellness,False,161,82.53142857142856,1.7453416149068324,0.0,0.0,4012.0299999999997,30.19388059207031,-23.06852025587928
2022-12-06,Wellness,True,268,63.49264925373134,1.7276119402985075,4520.3,26.56495081402498,1983.96,11.659358851623344,-23.06852025587928
2022-12-13,Accessories,False,199,92.97015075376885,1.7185929648241205,0.0,0.0,5473.85,29.586683141396787,-25.757274299482948
2022-12-13,Accessories,True,277,69.02357400722022,1.743682310469314,4987.5,26.085892278731432,2139.02,11.187618105674607,-25.757274299482948
2022-12-13,Grooming,False,167,89.0408383233533,1.6946107784431137,0.0,0.0,4379.1,29.449583115328267,-24.169177568791277
2022-12-13,Grooming,True,225,67.5204,1.6488888888888888,4061.62,26.735097014299757,1712.81,11.274353956564811,-24.169177568791277
2022-12-13,Toys,False,181,47.64756906077348,1.718232044198895,0.0,0.0,2579.84,29.913928348216256,-21.306111986386536
2022-12-13,Toys,True,276,37.49572463768116,1.6485507246376812,2786.08,26.921716678807154,1171.44,11.319551407792257,-21.306111986386536
2022-12-13,Treats,False,155,24.728451612903225,1.735483870967742,0.0,0.0,1187.17,30.973072678452933,-29.347638365929885
2022-12-13,Treats,True,251,17.471235059760954,1.6095617529880477,1151.77,26.2644574576706,524.3,11.95590703443977,-29.347638365929885
2022-12-13,Wellness,False,161,80.1383850931677,1.6832298136645962,0.0,0.0,3895.11,30.18931537681478,-19.426826576145622
2022-12-13,Wellness,True,250,64.57004,1.712,4421.72,27.39177488506884,1704.01,10.556041160884487,-19.426826576145622
2022-12-20,Accessories,False,253,96.34434782608695,1.8339920948616601,0.0,0.0,7253.72,29.758704777657314,-23.092530416020814
2022-12-20,Accessories,True,330,74.096,1.8242424242424242,6378.2,26.08491522872759,2792.39,11.420033306504443,-23.092530416020814
2022-12-20,Grooming,False,185,85.57556756756756,1.6108108108108108,0.0,0.0,4767.18,30.11202995550447,-12.967168424834115
2022-12-20,Grooming,True,293,74.47883959044368,1.7747440273037542,6272.66,28.744266186422664,2353.38,10.784289465362919,-12.967168424834115
2022-12-20,Toys,False,229,55.01794759825328,1.8689956331877728,0.0,0.0,3783.61,30.030772014846285,-22.695293911428248
2022-12-20,Toys,True,335,42.53146268656717,1.7641791044776118,3695.1,25.934093391089164,1567.54,11.00179393095394,-22.695293911428248
2022-12-20,Treats,False,192,26.873229166666665,1.7552083333333333,0.0,0.0,1584.21,30.703767302490725,-31.13789346395846
2022-12-20,Treats,True,318,18.505471698113208,1.6918238993710693,1601.54,27.215136097766894,640.15,10.878135652550345,-31.13789346395846
2022-12-20,Wellness,False,171,96.15596491228071,2.0116959064327484,0.0,0.0,4849.7699999999995,29.495027267467535,-32.868708873176494
2022-12-20,Wellness,True,297,64.55074074074074,1.6936026936026936,4856.65,25.332562747859182,2308.73,12.042467048863914,-32.868708873176494
2022-12-27,Accessories,False,159,94.86490566037736,1.8867924528301887,0.0,0.0,4543.62,30.123074719957266,-24.920366144724326
2022-12-27,Accessories,True,277,71.2242238267148,1.7003610108303249,4835.7,24.510482226515816,2562.7,12.989435407881397,-24.920366144724326
2022-12-27,Grooming,False,162,100.84364197530864,1.8395061728395061,0.0,0.0,4915.93,30.09138337249696,-30.062112333222256
2022-12-27,Grooming,True,230,70.52791304347826,1.6695652173913043,4015.86,24.75652563092351,1971.38,12.152943453778267,-30.062112333222256
2022-12-27,Toys,False,191,51.49319371727749,1.7643979057591623,0.0,0.0,2895.32,29.438343907594206,-23.656913333888042
2022-12-27,Toys,True,308,39.311493506493505,1.7467532467532467,3449.48,28.48940447342583,1249.0,10.315545006003472,-23.656913333888042
2022-12-27,Treats,False,157,23.607707006369427,1.6878980891719746,0.0,0.0,1166.79,31.48032732481526,-19.630551864011736
2022-12-27,Treats,True,198,18.97338383838384,1.7171717171717171,953.53,25.381914590607952,440.41,11.723227381256645,-19.630551864011736
2022-12-27,Wellness,False,148,76.58047297297297,1.695945945945946,0.0,0.0,3515.28,31.0155983239649,-14.949751135221714
2022-12-27,Wellness,True,239,65.13188284518829,1.6485355648535565,3725.95,23.935664490199223,2221.5,14.271012403542072,-14.949751135221714
2023-01-03,Accessories,False,77,82.2057142857143,1.5454545454545454,0.0,0.0,1922.63,30.374069486743682,-2.361232230520913
2023-01-03,Accessories,True,99,80.26464646464646,1.707070707070707,1116.36,14.04897938637159,1495.97,18.82623140620437,-2.361232230520913
2023-01-03,Grooming,False,57,82.56543859649122,1.5614035087719298,0.0,0.0,1300.21,27.627421524229028,-22.012681670017837
2023-01-03,Grooming,True,70,64.39057142857143,1.6571428571428573,629.49,13.96588675360324,883.02,19.5907120385816,-22.012681670017837
2023-01-03,Toys,False,82,43.462560975609755,1.4390243902439024,0.0,0.0,1058.28,29.69418591273406,-3.030058770829795
2023-01-03,Toys,True,121,42.14561983471074,1.628099173553719,764.73,14.995823218197632,1002.0600000000001,19.649699389362414,-3.030058770829795
2023-01-03,Treats,False,52,21.639615384615386,1.7307692307692308,0.0,0.0,348.56,30.975952224347285,-10.030551803923247
2023-01-03,Treats,True,94,19.46904255319149,1.7234042553191489,267.32,14.606931899516084,323.92,17.699675972210276,-10.030551803923247
2023-01-03,Wellness,False,55,77.10672727272727,1.709090909090909,0.0,0.0,1257.15,29.64368160306031,-7.948399963201845
2023-01-03,Wellness,True,84,70.97797619047618,1.6666666666666667,922.13,15.466400543425532,1120.76,18.797916858848097,-7.948399963201845
2023-01-10,Accessories,False,63,75.84793650793651,1.3333333333333333,0.0,0.0,1395.37,29.20149338065109,-0.9729157336397218
2023-01-10,Accessories,True,87,75.11,1.6896551724137931,996.28,15.246297767103995,1235.51,18.907288467333135,-0.9729157336397218
2023-01-10,Grooming,False,48,84.10104166666666,1.625,0.0,0.0,1254.19,31.068531156711032,-12.558514683329127
2023-01-10,Grooming,True,75,73.5392,1.6666666666666667,815.89,14.792836110987556,1028.23,18.64275560970319,-12.558514683329127
2023-01-10,Toys,False,80,41.291875,1.525,0.0,0.0,975.47,29.52971982986074,-0.9742893739206693
2023-01-10,Toys,True,117,40.88957264957265,1.7264957264957266,670.46,14.014397752543015,880.35,18.40165716291985,-0.9742893739206693
2023-01-10,Treats,False,48,20.757083333333334,1.4375,0.0,0.0,280.96,28.199209105297186,-10.497824097548817
2023-01-10,Treats,True,97,18.5780412371134,1.5463917525773196,260.28,14.443390101375394,366.51,20.338277647360904,-10.497824097548817
2023-01-10,Wellness,False,62,69.20612903225806,1.532258064516129,0.0,0.0,1287.89,30.015288595539737,1.3381046850292837
2023-01-10,Wellness,True,78,70.1321794871795,1.6025641025641026,783.61,14.324782324947885,1146.48,20.958227230262825,1.3381046850292837
2023-01-17,Accessories,False,55,76.89672727272726,1.4727272727272727,0.0,0.0,1202.71,28.437432022162323,-5.036525041065574
2023-01-17,Accessories,True,92,73.02380434782609,1.6304347826086956,908.26,13.519415199627648,1302.1,19.38170846611671,-5.036525041065574
2023-01-17,Grooming,False,63,88.89920634920634,1.6349206349206349,0.0,0.0,1773.07,31.65828966280134,-18.113549620892588
2023-01-17,Grooming,True,89,72.79640449438202,1.6629213483146068,880.93,13.596948855355615,1267.01,19.55600350677593,-18.113549620892588
2023-01-17,Toys,False,71,51.55760563380282,1.8028169014084507,0.0,0.0,1101.58,30.0929631562043,-25.370987761291975
2023-01-17,Toys,True,88,38.47693181818182,1.5909090909090908,520.5,15.372256694532032,687.21,20.295808881939212,-25.370987761291975
2023-01-17,Treats,False,54,25.296481481481482,1.6851851851851851,0.0,0.0,419.65,30.720858558846036,-24.286838184548984
2023-01-17,Treats,True,94,19.152765957446807,1.6170212765957446,258.3,14.347130573877257,371.95,20.659756937489917,-24.286838184548984
2023-01-17,Wellness,False,50,64.8516,1.36,0.0,0.0,1006.36,31.035780150364516,10.725786941782745
2023-01-17,Wellness,True,90,71.80744444444444,1.5555555555555556,894.37,13.839017000711184,1329.34,20.5695169334005,10.725786941782745
2023-01-24,Accessories,False,66,87.84469696969697,1.6666666666666667,0.0,0.0,1771.89,30.561683411663047,-12.787980762032436
2023-01-24,Accessories,True,97,76.61113402061855,1.731958762886598,1079.29,14.52360831512007,1328.53,17.87753926644967,-12.787980762032436
2023-01-24,Grooming,False,57,73.91350877192981,1.4210526315789473,0.0,0.0,1256.65,29.82741801108697,-6.25216117524047
2023-01-24,Grooming,True,82,69.29231707317074,1.4878048780487805,869.44,15.301735137634429,1215.78,21.397156267980748,-6.25216117524047
2023-01-24,Toys,False,76,45.73078947368421,1.605263157894737,0.0,0.0,1029.95,29.634243887272298,-13.307367570874437
2023-01-24,Toys,True,111,39.645225225225225,1.5765765765765767,653.29,14.84540814703045,852.82,19.379541973626583,-13.307367570874437
2023-01-24,Treats,False,70,24.33657142857143,1.7,0.0,0.0,512.9,30.107539505488447,-9.691561965937435
2023-01-24,Treats,True,89,21.977977528089887,1.595505617977528,262.61,13.425594568611366,387.56,19.813500746395878,-9.691561965937435
2023-01-24,Wellness,False,67,81.05835820895523,1.6865671641791045,0.0,0.0,1624.01,29.903091747049775,-10.731691479695607
2023-01-24,Wellness,True,87,72.35942528735632,1.6666666666666667,937.66,14.89467489082837,1167.51,18.545828852452946,-10.731691479695607
2023-01-31,Accessories,False,79,87.11012658227848,1.5696202531645569,0.0,0.0,2105.13,30.590261127333278,-8.794432023547692
2023-01-31,Accessories,True,98,79.44928571428571,1.7346938775510203,1147.94,14.743585627076348,1613.8600000000001,20.727636549047368,-8.794432023547692
2023-01-31,Grooming,False,60,81.59283333333333,1.55,0.0,0.0,1471.04,30.0483906879015,-18.45677046055893
2023-01-31,Grooming,True,102,66.53343137254902,1.6372549019607843,936.03,13.792712199820848,1327.06,19.55466881605745,-18.45677046055893
2023-01-31,Toys,False,67,48.71940298507462,1.6567164179104477,0.0,0.0,954.46,29.2402426321827,-10.259970827003897
2023-01-31,Toys,True,124,43.7208064516129,1.6290322580645162,770.26,14.207821624749748,1100.85,20.305715518923165,-10.259970827003897
2023-01-31,Treats,False,71,24.638028169014085,1.7183098591549295,0.0,0.0,534.26,30.54135940088576,-17.881134816516848
2023-01-31,Treats,True,81,20.232469135802468,1.5925925925925926,225.48,13.758596071579262,344.55,21.024145274359743,-17.881134816516848
2023-01-31,Wellness,False,60,65.5455,1.45,0.0,0.0,1116.22,28.382828213472987,-0.4281244007071336
2023-01-31,Wellness,True,86,65.26488372093023,1.627906976744186,829.2,14.77342778444643,1149.43,20.478800166758635,-0.4281244007071336
2023-02-07,Accessories,False,103,81.4747572815534,1.5533980582524272,0.0,0.0,2530.03,30.148476507104455,-22.326371858303883
2023-02-07,Accessories,True,125,63.2844,1.496,1759.33,22.240299347071662,1112.36,14.061727692762945,-22.326371858303883
2023-02-07,Grooming,False,82,88.80560975609757,1.5975609756097562,0.0,0.0,2125.45,29.187482662868852,-16.45149421985689
2023-02-07,Grooming,True,125,74.19575999999999,1.736,2282.01,24.605287418038486,1151.87,12.419793260422168,-16.45149421985689
2023-02-07,Toys,False,97,43.79278350515464,1.5876288659793814,0.0,0.0,1307.03,30.768850490823517,-20.981578635393664
2023-02-07,Toys,True,142,34.6043661971831,1.471830985915493,951.08,19.3552063364105,861.5,17.53218473610805,-20.981578635393664
2023-02-07,Treats,False,68,23.65014705882353,1.7647058823529411,0.0,0.0,470.77,29.272918337761066,-27.22405655862652
2023-02-07,Treats,True,136,17.211617647058826,1.5955882352941178,531.56,22.708669759643062,330.44,14.116661967372362,-27.22405655862652
2023-02-07,Wellness,False,98,92.5592857142857,1.8877551020408163,0.0,0.0,2581.52,28.459641421215032,-30.427717781101133
2023-02-07,Wellness,True,107,64.39560747663552,1.6261682242990654,1443.15,20.94457014395233,984.77,14.292058580646458,-30.427717781101133
2023-02-14,Accessories,False,94,77.04021276595745,1.6063829787234043,0.0,0.0,2274.31,31.405400329748844,-12.301176782344076
2023-02-14,Accessories,True,125,67.56336,1.552,1779.54,21.071065737403103,1313.78,15.55612391094634,-12.301176782344076
2023-02-14,Grooming,False,82,72.27573170731706,1.5853658536585367,0.0,0.0,1796.48,30.312100846853372,5.120961973881288
2023-02-14,Grooming,True,108,75.97694444444444,1.6666666666666667,1855.47,22.61248843764463,1184.17,14.431400363900057,5.120961973881288
2023-02-14,Toys,False,106,48.733396226415095,1.5943396226415094,0.0,0.0,1534.26,29.70068179969768,-22.06411647677896
2023-02-14,Toys,True,137,37.980802919708026,1.6496350364963503,1165.08,22.390873606908137,770.0,14.79810199927839,-22.06411647677896
2023-02-14,Treats,False,81,21.74037037037037,1.5308641975308641,0.0,0.0,535.69,30.42016615840678,-12.468407926700836
2023-02-14,Treats,True,130,19.029692307692308,1.6923076923076923,547.3,22.123321449062548,383.9,15.51825891521124,-12.468407926700836
2023-02-14,Wellness,False,71,67.37408450704226,1.408450704225352,0.0,0.0,1498.44,31.324787396827602,-1.6454612031720268
2023-02-14,Wellness,True,117,66.26547008547008,1.6581196581196582,1559.99,20.120958692436258,1136.45,14.658083389008384,-1.6454612031720268
2023-02-21,Accessories,False,66,78.21424242424243,1.5606060606060606,0.0,0.0,1600.73,31.00903888696722,-1.563487463797469
2023-02-21,Accessories,True,102,76.9913725490196,1.6372549019607843,1049.18,13.360040340652715,1659.1399999999999,21.127144370642352,-1.563487463797469
2023-02-21,Grooming,False,59,84.6871186440678,1.5423728813559323,0.0,0.0,1469.55,29.411352656032086,-9.00810433980416
2023-02-21,Grooming,True,82,77.05841463414635,1.6341463414634145,823.82,13.037622709409074,1302.86,20.618821008449302,-9.00810433980416
2023-02-21,Toys,False,71,39.49464788732394,1.5211267605633803,0.0,0.0,852.95,30.4177424646483,2.5447233632079542
2023-02-21,Toys,True,93,40.49967741935484,1.6559139784946237,507.67,13.478668355246828,760.28,20.185478710829983,2.5447233632079542
2023-02-21,Treats,False,59,24.49949152542373,1.7796610169491525,0.0,0.0,437.89,30.293952831929893,-20.79670411944551
2023-02-21,Treats,True,84,19.40440476190476,1.5595238095238095,223.32,13.700865660095769,335.59,20.58872249181237,-20.79670411944551
2023-02-21,Wellness,False,47,70.46914893617021,1.6595744680851063,0.0,0.0,1020.18,30.80207122476085,-6.486539812424821
2023-02-21,Wellness,True,86,65.89813953488373,1.5232558139534884,773.76,13.65320685201021,1192.88,21.048693896849077,-6.486539812424821
2023-02-28,Accessories,False,85,74.29294117647058,1.588235294117647,0.0,0.0,1878.89,29.75328192053243,16.18223566463832
2023-02-28,Accessories,True,125,86.31519999999999,1.712,1571.53,14.56549947170236,2069.86,19.184199306725198,16.18223566463832
2023-02-28,Grooming,False,83,90.27313253012048,1.6506024096385543,0.0,0.0,2351.36,31.382137475688722,-12.078156860418773
2023-02-28,Grooming,True,101,79.36980198019802,1.7821782178217822,1109.83,13.844580139338495,1585.47,19.777953806904662,-12.078156860418773
2023-02-28,Toys,False,79,43.88113924050633,1.5949367088607596,0.0,0.0,1057.16,30.49549848410104,3.766445204355829
2023-02-28,Toys,True,118,45.53389830508475,1.7118644067796611,747.34,13.90917550716287,1063.31,19.78987530243443,3.766445204355829
2023-02-28,Treats,False,76,22.385263157894737,1.6710526315789473,0.0,0.0,479.71999999999997,28.197592400999135,-12.28582659352219
2023-02-28,Treats,True,103,19.635048543689322,1.4951456310679612,268.15999999999997,13.259428108042748,419.08,20.721812095460006,-12.28582659352219
2023-02-28,Wellness,False,54,92.08814814814815,1.8888888888888888,0.0,0.0,1541.9,31.00692573137834,-22.25719427280957
2023-02-28,Wellness,True,89,71.59191011235956,1.696629213483146,928.78,14.57668935037312,1316.94,20.668646259695926,-22.25719427280957
2023-03-07,Accessories,False,84,85.27583333333334,1.6428571428571428,0.0,0.0,2133.7400000000002,29.787649881263494,-14.995666400636598
2023-03-07,Accessories,True,130,72.48815384615385,1.5538461538461539,1323.76,14.047494232477872,1922.32,20.399301318197306,-14.995666400636598
2023-03-07,Grooming,False,88,91.38340909090908,1.7159090909090908,0.0,0.0,2347.56,29.19218974997585,-24.009113082856718
2023-03-07,Grooming,True,111,69.44306306306306,1.5675675675675675,1123.37,14.57373854787841,1514.97,19.654055821215945,-24.009113082856718
2023-03-07,Toys,False,107,44.37224299065421,1.5700934579439252,0.0,0.0,1425.33,30.02066207087658,-5.185784638464768
2023-03-07,Toys,True,134,42.071194029850744,1.7388059701492538,895.45,15.883701046907714,1005.48,17.83543886162797,-5.185784638464768
2023-03-07,Treats,False,96,20.732916666666664,1.5,0.0,0.0,592.02,29.744367853036767,-2.0951444677938285
