customer_id,created_at,lifetime_value,loyalty_tier,email_opt_in,acquisition_channel
cust_0074,2023-05-27 16:49:49.592796+00:00,393.52,Platinum,True,Online
cust_0075,2025-01-07 16:49:49.592801+00:00,194.72,Silver,True,Email
cust_0076,2024-10-25 16:49:49.592806+00:00,200.98,Bronze,True,Store
cust_0077,2023-06-18 16:49:49.592811+00:00,244.96,Gold,False,Store
cust_0078,2023-05-01 16:49:49.592816+00:00,311.3,Bronze,True,Online
cust_0079,2023-09-06 16:49:49.592821+00:00,779.9,Bronze,True,Online
cust_0080,2025-10-02 16:49:49.592826+00:00,53.25,Bronze,False,Email
cust_0081,2024-03-13 16:49:49.592833+00:00,355.95,Platinum,False,Store
cust_0082,2024-08-19 16:49:49.592838+00:00,171.58,Gold,False,Social Media
cust_0083,2023-06-25 16:49:49.592842+00:00,307.45,Silver,False,Online
cust_0084,2024-10-12 16:49:49.592848+00:00,559.11,Bronze,False,Referral
cust_0085,2023-11-03 16:49:49.592853+00:00,357.68,Silver,True,Online
cust_0086,2022-10-26 16:49:49.592857+00:00,954.63,Gold,False,Email
cust_0087,2024-07-23 16:49:49.592862+00:00,388.35,Silver,True,Online
cust_0088,2024-09-14 16:49:49.592869+00:00,151.06,Silver,False,Social Media
cust_0089,2023-01-01 16:49:49.592874+00:00,252.22,Bronze,True,Referral
cust_0090,2024-03-11 16:49:49.592879+00:00,216.47,Gold,True,Email
cust_0091,2023-04-01 16:49:49.592883+00:00,135.51,Bronze,False,Store
cust_0092,2024-11-26 16:49:49.592888+00:00,403.47,Platinum,False,Online
cust_0093,2025-05-23 16:49:49.592896+00:00,452.79,Platinum,False,Email
cust_0094,2023-12-18 16:49:49.592901+00:00,357.87,Gold,True,Online
cust_0095,2023-12-18 16:49:49.592906+00:00,228.75,Silver,False,Social Media
cust_0096,2024-09-01 16:49:49.592911+00:00,328.48,Silver,True,Social Media
cust_0097,2023-01-27 16:49:49.592916+00:00,145.18,Platinum,True,Store
cust_0098,2023-03-29 16:49:49.592920+00:00,253.75,Gold,True,Social Media
cust_0099,2024-09-13 16:49:49.592925+00:00,501.61,Gold,True,Referral
cust_0100,2025-01-28 16:49:49.592930+00:00,64.44,Bronze,True,Store
cust_0101,2025-03-02 16:49:49.592944+00:00,433.24,Platinum,True,Store
cust_0102,2023-11-12 16:49:49.592949+00:00,223.4,Gold,False,Store
cust_0103,2024-11-01 16:49:49.592953+00:00,310.15,Silver,True,Social Media
cust_0104,2022-11-12 16:49:49.592958+00:00,526.78,Silver,False,Social Media
cust_0105,2023-03-13 16:49:49.592963+00:00,342.47,Platinum,False,Store
cust_0106,2024-05-26 16:49:49.592968+00:00,295.92,Silver,False,Store
cust_0107,2025-10-05 16:49:49.592973+00:00,238.0,Bronze,True,Social Media
cust_0108,2022-12-18 16:49:49.592977+00:00,127.0,Platinum,True,Online
cust_0109,2023-04-03 16:49:49.592983+00:00,532.11,Bronze,False,Online
cust_0110,2023-07-06 16:49:49.592989+00:00,931.07,Silver,True,Referral
cust_0111,2024-06-13 16:49:49.592993+00:00,512.16,Bronze,True,Social Media
cust_0112,2024-01-30 16:49:49.592998+00:00,184.22,Platinum,False,Email
cust_0113,2025-08-27 16:49:49.593003+00:00,489.39,Platinum,True,Social Media
cust_0114,2024-10-02 16:49:49.593007+00:00,608.15,Gold,False,Social Media
cust_0115,2025-10-13 16:49:49.593012+00:00,437.17,Bronze,True,Referral
cust_0116,2022-10-24 16:49:49.593016+00:00,126.21,Platinum,True,Email
cust_0117,2024-08-17 16:49:49.593021+00:00,606.69,Bronze,False,Referral
cust_0118,2025-06-25 16:49:49.593026+00:00,281.63,Gold,True,Online
cust_0119,2023-08-23 16:49:49.593031+00:00,418.31,Bronze,True,Referral
cust_0120,2024-10-22 16:49:49.593040+00:00,341.68,Bronze,False,Store
cust_0121,2025-01-05 16:49:49.593045+00:00,491.56,Silver,False,Online
cust_0122,2023-02-09 16:49:49.593049+00:00,744.55,Silver,False,Store
cust_0123,2023-12-29 16:49:49.593055+00:00,313.08,Gold,False,Social Media
cust_0124,2024-03-27 16:49:49.593059+00:00,111.76,Gold,True,Social Media
cust_0125,2023-01-24 16:49:49.593064+00:00,537.52,Bronze,True,Email
cust_0126,2022-10-20 16:49:49.593068+00:00,886.77,Platinum,False,Referral
cust_0127,2025-06-03 16:49:49.593073+00:00,134.76,Platinum,True,Online
cust_0128,2023-08-07 16:49:49.593078+00:00,885.45,Gold,True,Online
cust_0129,2024-11-12 16:49:49.593083+00:00,174.17,Silver,True,Store
cust_0130,2024-08-23 16:49:49.593118+00:00,426.46,Bronze,True,Social Media
cust_0131,2025-01-18 16:49:49.593122+00:00,263.26,Platinum,True,Online
cust_0132,2024-02-26 16:49:49.593128+00:00,202.62,Bronze,True,Email
cust_0133,2023-11-28 16:49:49.593132+00:00,352.89,Gold,False,Referral
cust_0134,2023-01-24 16:49:49.593137+00:00,618.17,Platinum,True,Referral
cust_0135,2025-01-18 16:49:49.593142+00:00,454.23,Gold,True,Referral
cust_0136,2024-07-08 16:49:49.593147+00:00,401.86,Gold,True,Store
cust_0137,2023-10-23 16:49:49.593152+00:00,266.96,Silver,False,Store
cust_0138,2024-03-10 16:49:49.593156+00:00,198.04,Silver,False,Store
cust_0139,2024-11-19 16:49:49.593161+00:00,157.06,Bronze,True,Email
cust_0140,2025-01-29 16:49:49.593168+00:00,248.4,Gold,True,Store
cust_0141,2025-08-05 16:49:49.593173+00:00,349.5,Gold,True,Referral
cust_0142,2023-04-11 16:49:49.593178+00:00,571.23,Silver,False,Referral
cust_0143,2025-02-09 16:49:49.593182+00:00,464.2,Platinum,True,Store
cust_0144,2023-03-22 16:49:49.593187+00:00,911.65,Silver,True,Email
cust_0145,2022-12-11 16:49:49.593192+00:00,388.2,Gold,True,Referral
cust_0146,2024-12-18 16:49:49.593197+00:00,409.81,Platinum,True,Online
cust_0147,2023-02-08 16:49:49.593202+00:00,887.4,Silver,False,Email
cust_0148,2025-02-18 16:49:49.593207+00:00,188.64,Platinum,False,Store
cust_0149,2023-04-16 16:49:49.593211+00:00,411.11,Gold,True,Email
cust_0150,2024-09-11 16:49:49.593216+00:00,468.82,Silver,True,Store
cust_0151,2025-08-30 16:49:49.593221+00:00,87.62,Platinum,False,Online
cust_0152,2022-12-02 16:49:49.593228+00:00,443.61,Platinum,True,Email
cust_0153,2022-12-03 16:49:49.593233+00:00,925.34,Gold,True,Store
cust_0154,2023-05-24 16:49:49.593238+00:00,421.85,Gold,True,Referral
cust_0155,2023-11-09 16:49:49.593243+00:00,312.16,Platinum,False,Online
cust_0156,2024-07-31 16:49:49.593248+00:00,566.3,Platinum,False,Social Media
cust_0157,2023-04-23 16:49:49.593253+00:00,350.78,Platinum,False,Social Media
cust_0158,2025-01-03 16:49:49.593258+00:00,425.98,Bronze,True,Store
cust_0159,2024-02-02 16:49:49.593264+00:00,395.36,Gold,True,Email
cust_0160,2023-09-07 16:49:49.593270+00:00,175.11,Platinum,False,Referral
cust_0161,2023-06-20 16:49:49.593274+00:00,250.97,Platinum,False,Email
cust_0162,2025-01-08 16:49:49.593279+00:00,139.67,Platinum,True,Email
cust_0163,2023-01-15 16:49:49.593284+00:00,134.56,Gold,False,Referral
cust_0164,2023-01-08 16:49:49.593288+00:00,588.27,Platinum,True,Online
cust_0165,2025-10-10 16:49:49.593293+00:00,119.31,Gold,False,Social Media
cust_0166,2025-02-03 16:49:49.593298+00:00,344.22,Gold,True,Store
cust_0167,2023-01-12 16:49:49.593302+00:00,893.21,Silver,True,Online
cust_0168,2024-03-27 16:49:49.593307+00:00,407.81,Bronze,False,Referral
cust_0169,2023-02-04 16:49:49.593311+00:00,593.79,Gold,False,Social Media
cust_0170,2025-02-13 16:49:49.593316+00:00,217.94,Bronze,True,Store
cust_0171,2025-06-18 16:49:49.593321+00:00,115.76,Platinum,False,Store
cust_0172,2023-10-15 16:49:49.593326+00:00,240.8,Gold,True,Social Media
cust_0173,2023-10-17 16:49:49.593331+00:00,107.88,Gold,False,Online
cust_0174,2022-11-28 16:49:49.593336+00:00,267.57,Silver,True,Email
cust_0175,2024-11-07 16:49:49.593341+00:00,294.67,Gold,False,Referral
cust_0176,2024-04-08 16:49:49.593346+00:00,537.67,Gold,True,Email
cust_0177,2023-10-26 16:49:49.593353+00:00,630.74,Bronze,True,Email
cust_0178,2024-03-18 16:49:49.593358+00:00,326.78,Platinum,True,Referral
cust_0179,2024-11-16 16:49:49.593390+00:00,96.09,Silver,False,Store
cust_0180,2024-09-25 16:49:49.593395+00:00,611.7,Bronze,True,Social Media
cust_0181,2025-05-12 16:49:49.593400+00:00,102.45,Silver,True,Social Media
cust_0182,2023-11-02 16:49:49.593405+00:00,285.31,Gold,True,Social Media
cust_0183,2022-11-09 16:49:49.593412+00:00,767.55,Gold,True,Referral
cust_0184,2025-08-18 16:49:49.593417+00:00,385.01,Bronze,True,Store
cust_0185,2024-12-28 16:49:49.593422+00:00,359.62,Gold,True,Store
cust_0186,2025-01-22 16:49:49.593428+00:00,491.5,Platinum,False,Online
cust_0187,2025-05-09 16:49:49.593433+00:00,58.46,Platinum,True,Online
cust_0188,2024-09-08 16:49:49.593437+00:00,147.78,Bronze,True,Online
cust_0189,2024-05-15 16:49:49.593442+00:00,104.22,Gold,False,Online
cust_0190,2025-04-01 16:49:49.593447+00:00,402.07,Silver,False,Store
cust_0191,2024-10-02 16:49:49.593452+00:00,527.66,Bronze,True,Store
cust_0192,2024-03-26 16:49:49.593456+00:00,715.43,Gold,True,Store
cust_0193,2022-12-25 16:49:49.593461+00:00,782.65,Silver,False,Email
cust_0194,2025-05-29 16:49:49.593465+00:00,94.6,Bronze,False,Store
cust_0195,2024-09-18 16:49:49.593470+00:00,725.88,Silver,False,Online
cust_0196,2025-03-27 16:49:49.593475+00:00,465.9,Platinum,True,Email
cust_0197,2024-10-01 16:49:49.593479+00:00,371.77,Bronze,True,Referral
cust_0198,2023-08-30 16:49:49.593486+00:00,469.64,Silver,True,Online
cust_0199,2024-01-11 16:49:49.593491+00:00,158.44,Bronze,False,Store
cust_0200,2023-01-04 16:49:49.593496+00:00,766.4,Gold,False,Online
cust_0201,2025-04-30 16:49:49.593501+00:00,197.65,Bronze,True,Referral
cust_0202,2023-03-25 16:49:49.593506+00:00,624.34,Gold,False,Social Media
cust_0203,2024-07-10 16:49:49.593510+00:00,448.89,Gold,True,Store
cust_0204,2025-05-26 16:49:49.593515+00:00,452.64,Platinum,False,Referral
cust_0205,2024-10-13 16:49:49.593520+00:00,83.63,Platinum,False,Online
cust_0206,2023-07-27 16:49:49.593525+00:00,481.9,Bronze,True,Store
cust_0207,2023-07-30 16:49:49.593530+00:00,449.05,Bronze,False,Store
cust_0208,2025-06-05 16:49:49.593535+00:00,213.67,Silver,True,Store
cust_0209,2023-07-11 16:49:49.593539+00:00,205.22,Platinum,False,Social Media
cust_0210,2024-03-24 16:49:49.593544+00:00,591.25,Gold,False,Social Media
cust_0211,2023-10-17 16:49:49.593549+00:00,396.18,Platinum,True,Email
cust_0212,2024-03-23 16:49:49.593554+00:00,174.48,Platinum,True,Online
cust_0213,2024-05-20 16:49:49.593558+00:00,405.31,Silver,False,Store
cust_0214,2025-08-16 16:49:49.593563+00:00,94.82,Bronze,True,Social Media
cust_0215,2025-08-22 16:49:49.593586+00:00,487.43,Platinum,False,Referral
cust_0216,2024-12-07 16:49:49.593591+00:00,186.24,Bronze,True,Email
cust_0217,2023-01-11 16:49:49.593596+00:00,793.12,Silver,True,Social Media
cust_0218,2023-01-15 16:49:49.593603+00:00,540.46,Gold,False,Email
cust_0219,2025-09-09 16:49:49.593608+00:00,478.66,Bronze,True,Online
cust_0220,2023-08-22 16:49:49.593612+00:00,492.48,Platinum,True,Social Media
cust_0221,2025-08-03 16:49:49.593617+00:00,64.79,Gold,False,Store
cust_0222,2023-01-13 16:49:49.593622+00:00,475.42,Gold,False,Social Media
cust_0223,2023-01-21 16:49:49.593627+00:00,767.92,Platinum,False,Email
cust_0224,2023-02-26 16:49:49.593632+00:00,515.11,Silver,False,Online
cust_0225,2023-08-06 16:49:49.593637+00:00,328.63,Platinum,False,Referral
cust_0226,2024-03-12 16:49:49.593642+00:00,291.33,Bronze,False,Online
cust_0227,2025-01-26 16:49:49.593646+00:00,426.62,Gold,False,Email
cust_0228,2025-08-21 16:49:49.593651+00:00,394.34,Gold,True,Online
cust_0229,2023-05-23 16:49:49.593656+00:00,400.36,Gold,True,Referral
cust_0230,2025-06-22 16:49:49.593661+00:00,347.56,Silver,True,Referral
cust_0231,2025-04-25 16:49:49.593665+00:00,459.68,Bronze,True,Online
cust_0232,2023-11-24 16:49:49.593670+00:00,189.6,Gold,True,Social Media
cust_0233,2023-06-03 16:49:49.593675+00:00,595.96,Platinum,True,Online
cust_0234,2023-02-27 16:49:49.593704+00:00,613.46,Gold,True,Email
cust_0235,2023-08-08 16:49:49.593709+00:00,380.42,Bronze,True,Online
cust_0236,2024-08-20 16:49:49.593714+00:00,301.78,Gold,True,Email
cust_0237,2024-02-10 16:49:49.593721+00:00,320.25,Platinum,True,Social Media
cust_0238,2025-05-14 16:49:49.593726+00:00,428.17,Silver,True,Referral
cust_0239,2025-07-10 16:49:49.593731+00:00,183.79,Platinum,True,Email
cust_0240,2025-04-10 16:49:49.593736+00:00,372.97,Bronze,False,Referral
cust_0241,2024-04-04 16:49:49.593740+00:00,120.41,Platinum,True,Store
cust_0242,2023-11-04 16:49:49.593745+00:00,612.06,Gold,False,Referral
cust_0243,2023-05-13 16:49:49.593750+00:00,679.68,Gold,True,Social Media
cust_0244,2023-07-15 16:49:49.593754+00:00,317.98,Platinum,False,Email
cust_0245,2024-10-11 16:49:49.593759+00:00,669.61,Silver,False,Social Media
cust_0246,2024-08-05 16:49:49.593764+00:00,521.04,Platinum,True,Email
cust_0247,2023-05-11 16:49:49.593771+00:00,917.64,Bronze,False,Store
cust_0248,2023-09-30 16:49:49.593777+00:00,503.33,Silver,True,Referral
cust_0249,2023-05-08 16:49:49.593782+00:00,457.5,Bronze,False,Store
cust_0250,2023-06-24 16:49:49.593786+00:00,331.74,Gold,False,Store
cust_0251,2024-05-08 16:49:49.593791+00:00,538.63,Silver,True,Store
cust_0252,2025-02-25 16:49:49.593796+00:00,117.48,Bronze,True,Referral
cust_0253,2023-03-10 16:49:49.593800+00:00,523.42,Platinum,True,Online
cust_0254,2024-08-28 16:49:49.593805+00:00,182.57,Silver,True,Referral
cust_0255,2024-03-26 16:49:49.593810+00:00,519.6,Silver,False,Online
cust_0256,2023-01-24 16:49:49.593814+00:00,783.91,Bronze,True,Referral
cust_0257,2024-02-13 16:49:49.593821+00:00,660.34,Platinum,True,Online
cust_0258,2023-07-26 16:49:49.593826+00:00,925.12,Silver,True,Online
cust_0259,2022-12-26 16:49:49.593831+00:00,916.15,Gold,True,Online
cust_0260,2024-06-15 16:49:49.593837+00:00,479.88,Gold,True,Email
cust_0261,2023-08-09 16:49:49.593842+00:00,804.63,Silver,True,Store
cust_0262,2024-12-24 16:49:49.593848+00:00,98.07,Silver,True,Social Media
cust_0263,2023-07-02 16:49:49.593853+00:00,320.65,Bronze,True,Email
cust_0264,2023-09-09 16:49:49.593858+00:00,711.41,Bronze,True,Email
cust_0265,2023-06-01 16:49:49.593863+00:00,514.18,Silver,True,Store
cust_0266,2023-10-03 16:49:49.593867+00:00,514.51,Gold,True,Online
cust_0267,2025-08-05 16:49:49.593872+00:00,428.66,Bronze,False,Store
cust_0268,2024-05-15 16:49:49.593877+00:00,448.09,Gold,False,Referral
cust_0269,2025-02-08 16:49:49.593882+00:00,290.71,Silver,True,Social Media
cust_0270,2025-09-29 16:49:49.593887+00:00,459.41,Platinum,True,Referral
cust_0271,2025-04-14 16:49:49.593892+00:00,471.35,Silver,True,Store
cust_0272,2024-11-21 16:49:49.593896+00:00,462.15,Gold,False,Social Media
cust_0273,2025-08-07 16:49:49.593901+00:00,173.32,Bronze,True,Social Media
cust_0274,2023-06-23 16:49:49.593906+00:00,910.5,Gold,False,Social Media
cust_0275,2025-03-24 16:49:49.593911+00:00,420.98,Gold,False,Online
cust_0276,2023-10-26 16:49:49.593917+00:00,359.09,Gold,True,Online
cust_0277,2025-07-01 16:49:49.593922+00:00,338.62,Silver,False,Social Media
cust_0278,2025-01-10 16:49:49.593927+00:00,51.38,Silver,False,Referral
cust_0279,2024-01-12 16:49:49.593934+00:00,463.67,Bronze,True,Store
cust_0280,2022-11-23 16:49:49.593939+00:00,723.65,Silver,False,Social Media
cust_0281,2023-12-31 16:49:49.593944+00:00,379.76,Silver,True,Store
cust_0282,2023-12-15 16:49:49.593949+00:00,614.68,Silver,True,Social Media
cust_0283,2023-09-24 16:49:49.593954+00:00,257.11,Platinum,False,Store
cust_0284,2025-09-03 16:49:49.593959+00:00,476.65,Silver,True,Social Media
cust_0285,2024-09-04 16:49:49.593964+00:00,251.7,Silver,True,Social Media
cust_0286,2023-05-21 16:49:49.593969+00:00,624.34,Silver,True,Referral
cust_0287,2024-11-01 16:49:49.593974+00:00,476.26,Bronze,True,Email
cust_0288,2023-05-08 16:49:49.593978+00:00,776.12,Platinum,False,Social Media
cust_0289,2025-02-15 16:49:49.593983+00:00,151.02,Silver,True,Referral
cust_0290,2024-03-05 16:49:49.593988+00:00,578.85,Platinum,True,Social Media
cust_0291,2024-08-18 16:49:49.593992+00:00,480.06,Gold,False,Store
cust_0292,2023-06-12 16:49:49.593997+00:00,255.77,Silver,True,Referral
cust_0293,2024-04-27 16:49:49.594002+00:00,233.95,Platinum,True,Referral
cust_0294,2023-03-22 16:49:49.594007+00:00,172.74,Platinum,True,Referral
cust_0295,2023-07-24 16:49:49.594012+00:00,700.21,Platinum,False,Social Media
cust_0296,2024-05-09 16:49:49.594019+00:00,124.31,Bronze,True,Referral
cust_0297,2024-06-22 16:49:49.594023+00:00,392.88,Gold,False,Email
cust_0298,2025-07-14 16:49:49.594029+00:00,52.41,Platinum,True,Social Media
cust_0299,2023-09-17 16:49:49.594034+00:00,213.54,Bronze,False,Store
cust_0300,2024-04-30 16:49:49.594039+00:00,189.66,Platinum,True,Social Media
cust_0301,2025-01-18 16:49:49.594044+00:00,90.34,Platinum,True,Referral
cust_0302,2025-02-18 16:49:49.594049+00:00,190.97,Silver,True,Referral
cust_0303,2023-10-08 16:49:49.594054+00:00,910.27,Gold,True,Email
cust_0304,2024-04-23 16:49:49.594058+00:00,423.96,Platinum,True,Referral
cust_0305,2023-01-13 16:49:49.594063+00:00,767.63,Silver,False,Social Media
cust_0306,2025-06-29 16:49:49.594068+00:00,135.01,Bronze,True,Store
cust_0307,2025-08-03 16:49:49.594073+00:00,261.61,Silver,False,Social Media
cust_0308,2023-05-06 16:49:49.594077+00:00,199.31,Platinum,True,Social Media
cust_0309,2023-10-16 16:49:49.594082+00:00,965.19,Platinum,True,Social Media
cust_0310,2025-02-27 16:49:49.594088+00:00,430.63,Silver,True,Referral
cust_0311,2025-04-07 16:49:49.594095+00:00,141.68,Gold,True,Store
cust_0312,2022-12-09 16:49:49.594099+00:00,819.31,Silver,False,Online
cust_0313,2022-11-03 16:49:49.594107+00:00,770.41,Silver,True,Online
cust_0314,2024-05-29 16:49:49.594113+00:00,593.57,Bronze,True,Online
cust_0315,2024-03-12 16:49:49.594149+00:00,534.89,Bronze,True,Referral
cust_0316,2025-03-12 16:49:49.594154+00:00,426.64,Silver,True,Online
cust_0317,2023-03-18 16:49:49.594159+00:00,826.44,Platinum,True,Referral
cust_0318,2025-10-04 16:49:49.594164+00:00,198.24,Bronze,False,Email
cust_0319,2023-04-02 16:49:49.594170+00:00,382.61,Silver,True,Online
cust_0320,2024-03-15 16:49:49.594175+00:00,293.14,Bronze,False,Online
cust_0321,2023-08-26 16:49:49.594182+00:00,178.71,Gold,True,Store
cust_0322,2023-07-22 16:49:49.594188+00:00,175.76,Silver,True,Social Media
cust_0323,2023-07-14 16:49:49.594193+00:00,347.53,Silver,True,Referral
cust_0324,2023-01-14 16:49:49.594199+00:00,800.47,Gold,False,Email
cust_0325,2025-01-20 16:49:49.594205+00:00,211.57,Bronze,True,Email
cust_0326,2024-09-01 16:49:49.594211+00:00,405.5,Platinum,True,Referral
cust_0327,2023-06-02 16:49:49.594216+00:00,176.67,Platinum,True,Email
cust_0328,2024-09-29 16:49:49.594221+00:00,368.02,Platinum,True,Online
cust_0329,2022-11-29 16:49:49.594226+00:00,397.38,Platinum,False,Store
cust_0330,2024-12-02 16:49:49.594231+00:00,468.8,Bronze,True,Social Media
cust_0331,2023-05-04 16:49:49.594239+00:00,166.98,Platinum,True,Store
cust_0332,2025-01-27 16:49:49.594244+00:00,357.94,Gold,True,Email
cust_0333,2023-05-24 16:49:49.594250+00:00,356.79,Bronze,False,Online
cust_0334,2025-07-15 16:49:49.594255+00:00,281.04,Platinum,True,Online
cust_0335,2023-03-09 16:49:49.594264+00:00,677.4,Gold,True,Referral
cust_0336,2025-05-01 16:49:49.594271+00:00,395.89,Bronze,True,Social Media
cust_0337,2024-10-13 16:49:49.594277+00:00,605.67,Platinum,True,Online
cust_0338,2023-06-16 16:49:49.594283+00:00,866.85,Gold,True,Email
cust_0339,2023-03-29 16:49:49.594288+00:00,762.08,Platinum,False,Referral
cust_0340,2023-11-16 16:49:49.594294+00:00,727.54,Silver,True,Store
cust_0341,2025-05-08 16:49:49.594352+00:00,386.16,Gold,False,Online
cust_0342,2023-05-11 16:49:49.594383+00:00,566.41,Bronze,True,Online
cust_0343,2025-09-18 16:49:49.594403+00:00,127.28,Platinum,True,Social Media
cust_0344,2023-01-23 16:49:49.594414+00:00,363.21,Gold,False,Social Media
cust_0345,2024-02-04 16:49:49.594424+00:00,134.15,Silver,True,Store
cust_0346,2025-02-28 16:49:49.594432+00:00,417.19,Silver,True,Store
cust_0347,2023-02-03 16:49:49.594445+00:00,666.67,Silver,True,Email
