email_event_id,date,campaign_id,audience_size,sends,opens,clicks,conversions,revenue_attributed
email_20221029_048,2022-10-29,email_campaign_24,39984,10506,825,537,70,4828.94
email_20221029_049,2022-10-29,email_campaign_19,22356,7177,5822,721,10,4891.37
email_20221030_050,2022-10-30,email_campaign_21,41110,26629,3364,874,41,1248.04
email_20221030_051,2022-10-30,email_campaign_42,13705,37534,8875,91,53,2343.26
email_20221031_052,2022-10-31,email_campaign_9,10277,9395,6279,569,19,2048.84
email_20221031_053,2022-10-31,email_campaign_11,42508,36671,4467,855,37,843.05
email_20221031_054,2022-10-31,email_campaign_17,10482,19398,6519,557,81,3080.78
email_20221031_055,2022-10-31,email_campaign_13,8371,21892,6012,115,27,935.06
email_20221101_056,2022-11-01,email_campaign_49,9751,37092,3426,439,57,3314.62
email_20221101_057,2022-11-01,email_campaign_42,7963,8234,8896,803,38,4798.3
email_20221101_058,2022-11-01,email_campaign_18,46399,7602,7883,251,24,2161.68
email_20221101_059,2022-11-01,email_campaign_13,17274,10844,3149,885,89,2521.02
email_20221101_060,2022-11-01,email_campaign_17,29227,38705,1830,387,69,1078.89
email_20221102_061,2022-11-02,email_campaign_50,18642,22619,3266,467,76,1358.11
email_20221102_062,2022-11-02,email_campaign_4,44076,10573,4345,140,65,2274.33
email_20221102_063,2022-11-02,email_campaign_34,34071,25302,1606,385,20,3097.79
email_20221102_064,2022-11-02,email_campaign_15,6492,39103,1757,509,43,980.1
email_20221102_065,2022-11-02,email_campaign_22,15728,19880,819,542,85,2894.47
email_20221103_066,2022-11-03,email_campaign_34,23271,27389,4821,640,30,3629.64
email_20221103_067,2022-11-03,email_campaign_28,17525,21604,4014,873,19,3829.88
email_20221103_068,2022-11-03,email_campaign_15,27141,18112,1292,305,10,2951.05
email_20221104_069,2022-11-04,email_campaign_5,49675,5965,6576,469,16,1730.17
email_20221104_070,2022-11-04,email_campaign_3,31680,10360,8848,362,8,2595.04
email_20221104_071,2022-11-04,email_campaign_17,49820,36758,1970,752,18,3149.33
email_20221104_072,2022-11-04,email_campaign_42,26535,26864,1691,309,80,4112.63
email_20221105_073,2022-11-05,email_campaign_35,20138,11057,4185,687,21,2166.05
email_20221105_074,2022-11-05,email_campaign_45,39575,38251,3698,883,26,3504.72
email_20221105_075,2022-11-05,email_campaign_22,8070,39188,4068,596,11,4023.94
email_20221105_076,2022-11-05,email_campaign_40,15891,28986,931,206,10,2288.52
email_20221105_077,2022-11-05,email_campaign_34,27153,42604,3458,266,76,3488.16
email_20221106_078,2022-11-06,email_campaign_41,16117,13161,1149,392,55,4093.15
email_20221106_079,2022-11-06,email_campaign_20,17299,25632,7207,228,45,781.85
email_20221106_080,2022-11-06,email_campaign_41,5841,18226,2148,294,34,1115.87
email_20221106_081,2022-11-06,email_campaign_44,41110,31220,7401,650,79,600.84
email_20221106_082,2022-11-06,email_campaign_2,36379,23622,942,237,16,3495.33
email_20221107_083,2022-11-07,email_campaign_31,7023,37426,2578,567,17,4520.39
email_20221107_084,2022-11-07,email_campaign_18,38187,40049,6806,549,22,2090.51
email_20221107_085,2022-11-07,email_campaign_49,14116,18205,7259,691,75,1877.37
email_20221107_086,2022-11-07,email_campaign_11,30563,19845,2948,872,52,692.3
email_20221107_087,2022-11-07,email_campaign_49,19068,19227,5055,429,36,4222.0
email_20221108_088,2022-11-08,email_campaign_15,37808,18580,3051,292,56,4000.55
email_20221108_089,2022-11-08,email_campaign_15,22838,37503,7379,225,71,3028.05
email_20221108_090,2022-11-08,email_campaign_46,42157,9082,6394,565,68,1808.22
email_20221109_091,2022-11-09,email_campaign_33,29801,35171,4134,694,75,4750.57
email_20221109_092,2022-11-09,email_campaign_39,46410,35814,6133,96,14,3103.91
email_20221109_093,2022-11-09,email_campaign_26,37235,41466,4653,244,75,1353.7
email_20221109_094,2022-11-09,email_campaign_38,11356,23036,7567,428,9,2897.25
email_20221109_095,2022-11-09,email_campaign_13,17973,16351,3899,387,64,2462.63
email_20221110_096,2022-11-10,email_campaign_25,27340,33404,7722,497,35,1635.96
email_20221110_097,2022-11-10,email_campaign_16,28598,42428,7007,820,19,2043.98
email_20221111_098,2022-11-11,email_campaign_33,12751,40122,6974,865,57,1322.36
email_20221111_099,2022-11-11,email_campaign_4,43792,27325,6958,573,88,4858.3
email_20221111_100,2022-11-11,email_campaign_41,22756,16375,5369,384,83,1000.01
email_20221111_101,2022-11-11,email_campaign_42,8694,12930,3475,708,24,3998.51
email_20221112_102,2022-11-12,email_campaign_19,30553,4345,2839,381,15,1693.05
email_20221112_103,2022-11-12,email_campaign_10,23459,39898,1513,760,24,3546.23
email_20221112_104,2022-11-12,email_campaign_20,43468,41402,4373,208,42,3988.11
email_20221113_105,2022-11-13,email_campaign_43,32421,44298,3034,244,77,3867.63
email_20221113_106,2022-11-13,email_campaign_5,24118,36296,7506,355,14,3184.26
email_20221113_107,2022-11-13,email_campaign_1,5560,19654,4777,823,66,4872.58
email_20221114_108,2022-11-14,email_campaign_13,22544,28967,4480,620,36,2144.02
email_20221114_109,2022-11-14,email_campaign_49,28274,12404,7648,304,80,2806.79
email_20221114_110,2022-11-14,email_campaign_39,28060,25336,4599,725,41,1910.55
email_20221115_111,2022-11-15,email_campaign_40,35034,18843,2468,522,80,3515.84
email_20221115_112,2022-11-15,email_campaign_18,28522,34690,6792,807,70,3460.09
email_20221116_113,2022-11-16,email_campaign_15,36278,42028,8662,205,29,1274.95
email_20221116_114,2022-11-16,email_campaign_48,12425,16507,6102,491,89,1043.43
email_20221116_115,2022-11-16,email_campaign_50,25827,4717,1313,189,78,1059.81
email_20221116_116,2022-11-16,email_campaign_34,10569,15702,8370,753,26,3046.71
email_20221116_117,2022-11-16,email_campaign_1,38873,24816,7424,205,84,1931.14
email_20221117_118,2022-11-17,email_campaign_17,33885,34405,2272,746,28,600.44
email_20221117_119,2022-11-17,email_campaign_40,23283,4375,2130,541,14,523.26
email_20221117_120,2022-11-17,email_campaign_9,38829,32078,3612,821,47,681.78
email_20221117_121,2022-11-17,email_campaign_13,39041,24219,8136,724,58,2168.36
email_20221118_122,2022-11-18,email_campaign_21,19977,27393,905,165,17,2808.62
email_20221118_123,2022-11-18,email_campaign_41,40080,16037,3276,251,24,3441.84
email_20221118_124,2022-11-18,email_campaign_30,35631,22086,875,212,73,1577.05
email_20221118_125,2022-11-18,email_campaign_11,47322,17465,6733,700,32,4807.13
email_20221119_126,2022-11-19,email_campaign_50,11905,30242,1554,720,56,4471.45
email_20221119_127,2022-11-19,email_campaign_50,26515,12091,6104,219,56,648.9
email_20221119_128,2022-11-19,email_campaign_42,46200,32251,2982,170,29,4470.07
email_20221119_129,2022-11-19,email_campaign_4,17263,11313,6870,199,35,1526.76
email_20221119_130,2022-11-19,email_campaign_9,12473,27854,7717,555,25,4179.29
email_20221120_131,2022-11-20,email_campaign_31,21623,28176,905,819,14,1991.36
email_20221120_132,2022-11-20,email_campaign_18,11613,35677,8129,301,20,3492.9
email_20221120_133,2022-11-20,email_campaign_11,35962,35609,4584,325,36,3248.84
email_20221120_134,2022-11-20,email_campaign_41,29531,20490,7638,244,73,2360.85
email_20221120_135,2022-11-20,email_campaign_12,26025,31688,5813,299,8,3221.6
email_20221121_136,2022-11-21,email_campaign_36,9657,6421,2964,689,23,1383.83
email_20221121_137,2022-11-21,email_campaign_7,42820,17370,5629,715,48,4145.92
email_20221121_138,2022-11-21,email_campaign_43,49820,20162,1480,852,82,1814.36
email_20221122_139,2022-11-22,email_campaign_28,18551,33382,1461,133,59,2601.26
email_20221122_140,2022-11-22,email_campaign_33,16103,18524,1896,665,76,1847.65
email_20221122_141,2022-11-22,email_campaign_33,49712,42952,6972,464,79,4617.72
email_20221122_142,2022-11-22,email_campaign_49,8125,31292,2016,484,80,4673.8
email_20221123_143,2022-11-23,email_campaign_14,7010,28216,1234,363,87,920.04
email_20221123_144,2022-11-23,email_campaign_3,49019,29109,5539,627,16,1965.74
email_20221123_145,2022-11-23,email_campaign_24,44999,11958,2332,476,72,2923.22
email_20221123_146,2022-11-23,email_campaign_44,41292,35830,2398,577,54,966.68
email_20221123_147,2022-11-23,email_campaign_32,20871,9024,3924,356,75,4176.91
email_20221124_148,2022-11-24,email_campaign_43,23026,17754,993,288,17,2518.03
email_20221124_149,2022-11-24,email_campaign_13,19815,8796,3844,639,48,4048.0
email_20221124_150,2022-11-24,email_campaign_49,11391,18030,4988,236,34,3388.96
email_20221124_151,2022-11-24,email_campaign_3,31301,25993,4923,399,48,3104.75
email_20221125_152,2022-11-25,email_campaign_3,40660,34654,3875,787,60,2068.7
email_20221125_153,2022-11-25,email_campaign_24,33289,4960,1756,793,60,753.85
email_20221125_154,2022-11-25,email_campaign_15,40508,5908,8621,396,58,3729.23
email_20221125_155,2022-11-25,email_campaign_39,40227,36278,6989,748,39,3160.84
email_20221126_156,2022-11-26,email_campaign_22,9183,4564,8292,365,85,3413.19
email_20221126_157,2022-11-26,email_campaign_10,15216,5176,914,777,31,3612.42
email_20221126_158,2022-11-26,email_campaign_19,28158,25728,3838,372,24,3414.63
email_20221127_159,2022-11-27,email_campaign_17,30402,25321,4895,709,54,3541.13
email_20221127_160,2022-11-27,email_campaign_12,46554,34633,1060,348,19,2595.29
email_20221127_161,2022-11-27,email_campaign_22,28898,24634,3445,197,18,4331.89
email_20221127_162,2022-11-27,email_campaign_44,45768,11669,4001,482,74,3938.23
email_20221127_163,2022-11-27,email_campaign_1,42736,15990,5718,696,26,1677.26
email_20221128_164,2022-11-28,email_campaign_48,17436,11261,1489,274,60,4889.89
email_20221128_165,2022-11-28,email_campaign_34,35696,39363,2438,426,71,4209.72
email_20221128_166,2022-11-28,email_campaign_49,30834,5301,4818,868,15,4240.76
email_20221128_167,2022-11-28,email_campaign_25,9348,16783,1977,552,87,2140.87
email_20221128_168,2022-11-28,email_campaign_35,9217,31138,5075,625,81,4432.51
email_20221129_169,2022-11-29,email_campaign_34,18842,36411,924,183,84,3090.31
email_20221129_170,2022-11-29,email_campaign_28,14861,24812,5098,608,28,3873.1
email_20221129_171,2022-11-29,email_campaign_44,31886,5028,5432,177,65,1819.89
email_20221130_172,2022-11-30,email_campaign_27,17014,16243,2777,431,27,838.64
email_20221130_173,2022-11-30,email_campaign_44,7460,44548,8013,675,46,2063.94
email_20221201_174,2022-12-01,email_campaign_39,42380,29117,4524,453,76,4542.48
email_20221201_175,2022-12-01,email_campaign_9,20572,21210,1003,425,53,689.36
email_20221202_176,2022-12-02,email_campaign_26,17143,43420,4020,732,11,3466.04
email_20221202_177,2022-12-02,email_campaign_12,13341,4156,3491,84,75,4393.1
email_20221202_178,2022-12-02,email_campaign_30,7358,39763,2342,554,64,3215.34
email_20221203_179,2022-12-03,email_campaign_31,9504,18377,4103,868,15,4436.29
email_20221203_180,2022-12-03,email_campaign_37,40215,6879,3692,390,38,2505.61
email_20221204_181,2022-12-04,email_campaign_34,22574,18450,8532,519,17,4009.49
email_20221204_182,2022-12-04,email_campaign_16,37419,42357,7580,892,29,2930.79
email_20221204_183,2022-12-04,email_campaign_26,44307,33415,2324,575,45,3751.1
email_20221204_184,2022-12-04,email_campaign_12,35875,18463,8848,288,20,996.15
email_20221204_185,2022-12-04,email_campaign_30,35018,24249,1640,124,85,1827.17
email_20221205_186,2022-12-05,email_campaign_11,29154,15132,2888,567,46,1830.58
email_20221205_187,2022-12-05,email_campaign_14,32040,25976,7483,586,49,2041.06
email_20221205_188,2022-12-05,email_campaign_8,36487,36334,1670,570,76,2706.93
email_20221206_189,2022-12-06,email_campaign_21,36250,21546,6651,665,83,1302.5
email_20221206_190,2022-12-06,email_campaign_32,19534,32239,1412,662,71,1878.45
email_20221206_191,2022-12-06,email_campaign_8,41993,42898,2063,658,22,2134.52
email_20221207_192,2022-12-07,email_campaign_42,34507,13586,6329,810,11,3037.37
email_20221207_193,2022-12-07,email_campaign_5,48146,8837,3939,696,64,565.64
email_20221208_194,2022-12-08,email_campaign_17,9008,22770,5770,127,87,2317.21
email_20221208_195,2022-12-08,email_campaign_13,21297,8617,4740,445,83,2085.47
email_20221208_196,2022-12-08,email_campaign_25,43976,13854,8480,518,54,2086.57
email_20221208_197,2022-12-08,email_campaign_50,39489,8784,3979,576,56,4451.89
email_20221209_198,2022-12-09,email_campaign_15,6841,7200,5692,552,18,4511.79
email_20221209_199,2022-12-09,email_campaign_37,12174,17975,3839,398,90,3044.45
email_20221209_200,2022-12-09,email_campaign_13,17910,41645,8614,848,84,4950.65
email_20221210_201,2022-12-10,email_campaign_46,40384,15511,8033,519,8,2676.69
email_20221210_202,2022-12-10,email_campaign_41,43219,8038,1914,588,28,3657.36
email_20221211_203,2022-12-11,email_campaign_25,7900,40484,8853,191,65,3001.79
email_20221211_204,2022-12-11,email_campaign_25,20373,10390,8851,659,43,3441.28
email_20221211_205,2022-12-11,email_campaign_27,19060,5770,7000,434,77,695.6
email_20221211_206,2022-12-11,email_campaign_22,23688,41328,3190,462,40,4442.57
email_20221211_207,2022-12-11,email_campaign_47,44733,20460,3365,778,69,3979.56
email_20221212_208,2022-12-12,email_campaign_11,14732,11911,6351,194,45,2005.21
email_20221212_209,2022-12-12,email_campaign_17,32021,14737,5022,870,37,4198.33
email_20221213_210,2022-12-13,email_campaign_11,23475,23964,6634,676,22,2787.22
email_20221213_211,2022-12-13,email_campaign_30,32539,42852,8128,160,54,802.3
email_20221213_212,2022-12-13,email_campaign_41,35035,39898,2094,308,82,3388.46
email_20221214_213,2022-12-14,email_campaign_40,49440,38018,8666,148,70,1173.45
email_20221214_214,2022-12-14,email_campaign_24,28523,25576,6824,878,83,2064.46
email_20221214_215,2022-12-14,email_campaign_4,40720,33987,1432,483,39,1263.24
email_20221214_216,2022-12-14,email_campaign_10,32180,15854,4240,423,27,1976.63
email_20221215_217,2022-12-15,email_campaign_8,10622,30339,3137,255,60,3644.32
email_20221215_218,2022-12-15,email_campaign_43,12296,19844,8745,368,12,3930.78
email_20221215_219,2022-12-15,email_campaign_16,5983,27364,1603,154,47,514.4
email_20221215_220,2022-12-15,email_campaign_39,14602,11799,4830,222,27,3103.35
email_20221215_221,2022-12-15,email_campaign_24,29798,35995,903,837,61,1688.28
email_20221216_222,2022-12-16,email_campaign_29,25675,20928,3625,84,44,2276.14
email_20221216_223,2022-12-16,email_campaign_1,10966,27524,8646,718,55,4717.36
email_20221216_224,2022-12-16,email_campaign_19,40390,9149,8454,216,73,3579.3
email_20221216_225,2022-12-16,email_campaign_19,40415,43322,8658,873,84,4389.04
email_20221216_226,2022-12-16,email_campaign_37,17071,34393,5380,716,80,1206.18
email_20221217_227,2022-12-17,email_campaign_42,32919,24248,4641,286,45,3479.75
email_20221217_228,2022-12-17,email_campaign_1,24083,6641,2484,105,74,1540.3
email_20221217_229,2022-12-17,email_campaign_39,49648,25467,1819,575,71,2322.26
email_20221217_230,2022-12-17,email_campaign_17,6888,7616,2590,207,32,1282.43
email_20221218_231,2022-12-18,email_campaign_37,25472,24498,2244,302,67,1037.85
email_20221218_232,2022-12-18,email_campaign_16,46041,43172,3420,799,36,3882.85
email_20221218_233,2022-12-18,email_campaign_34,16911,39659,8952,650,85,1680.91
email_20221219_234,2022-12-19,email_campaign_9,18710,36757,7842,590,79,2251.22
email_20221219_235,2022-12-19,email_campaign_26,38496,17118,8016,886,24,1721.03
email_20221220_236,2022-12-20,email_campaign_48,14713,10870,2029,295,21,2298.71
email_20221220_237,2022-12-20,email_campaign_36,5869,9335,1021,260,85,4017.21
email_20221220_238,2022-12-20,email_campaign_8,7045,4517,1961,400,31,4295.26
email_20221221_239,2022-12-21,email_campaign_7,26249,33802,8871,318,16,598.05
email_20221221_240,2022-12-21,email_campaign_43,14038,29208,3289,752,37,843.95
email_20221222_241,2022-12-22,email_campaign_38,7391,38514,6478,822,51,2234.38
email_20221222_242,2022-12-22,email_campaign_28,46613,21494,7718,408,21,4127.44
email_20221222_243,2022-12-22,email_campaign_30,11828,42455,6079,674,90,1318.65
email_20221222_244,2022-12-22,email_campaign_9,14523,19401,2123,223,38,2494.3
email_20221222_245,2022-12-22,email_campaign_29,27873,43950,5237,635,68,2003.01
email_20221223_246,2022-12-23,email_campaign_25,25492,26666,2854,819,43,3016.23
email_20221223_247,2022-12-23,email_campaign_39,48190,37387,2827,747,18,2389.59
email_20221223_248,2022-12-23,email_campaign_30,45277,34760,1524,800,11,2564.03
email_20221224_249,2022-12-24,email_campaign_11,5725,25174,5380,795,37,2104.47
email_20221224_250,2022-12-24,email_campaign_39,43794,27332,3805,363,78,4772.8
email_20221224_251,2022-12-24,email_campaign_43,11279,11398,4524,629,61,3999.38
email_20221225_252,2022-12-25,email_campaign_30,39933,7519,3822,785,63,4453.99
email_20221225_253,2022-12-25,email_campaign_28,19112,8371,4618,739,57,4999.49
email_20221225_254,2022-12-25,email_campaign_39,26060,30573,6849,754,21,2285.76
email_20221225_255,2022-12-25,email_campaign_28,10010,42727,915,796,14,3908.84
email_20221226_256,2022-12-26,email_campaign_7,39939,16953,3229,650,43,907.59
email_20221226_257,2022-12-26,email_campaign_1,37076,18080,8375,585,86,1750.19
email_20221226_258,2022-12-26,email_campaign_26,25237,24025,7919,380,33,2752.08
email_20221227_259,2022-12-27,email_campaign_46,39999,15671,5125,309,54,1689.09
email_20221227_260,2022-12-27,email_campaign_46,25692,40673,2580,521,24,4835.38
email_20221227_261,2022-12-27,email_campaign_50,47919,16103,6170,338,14,1164.21
email_20221227_262,2022-12-27,email_campaign_36,36797,31301,6048,448,10,623.89
email_20221228_263,2022-12-28,email_campaign_40,11143,9986,8994,740,64,4895.74
email_20221228_264,2022-12-28,email_campaign_5,43186,13177,1182,319,70,1236.13
email_20221228_265,2022-12-28,email_campaign_37,34483,26588,838,272,8,4430.77
email_20221229_266,2022-12-29,email_campaign_44,35739,36083,4264,776,48,3234.67
email_20221229_267,2022-12-29,email_campaign_34,25388,13830,2337,481,31,3444.17
email_20221229_268,2022-12-29,email_campaign_27,37100,5688,4888,834,41,1410.47
email_20221230_269,2022-12-30,email_campaign_26,33971,22705,6730,222,35,1630.11
email_20221230_270,2022-12-30,email_campaign_32,24261,37725,7586,683,68,2100.5
email_20221230_271,2022-12-30,email_campaign_28,7070,6944,6096,440,15,3953.98
email_20221230_272,2022-12-30,email_campaign_13,40591,22207,7970,875,71,4349.5
email_20221231_273,2022-12-31,email_campaign_9,22703,41288,2969,646,52,3805.46
email_20221231_274,2022-12-31,email_campaign_44,45542,40037,5201,175,19,4651.07
email_20221231_275,2022-12-31,email_campaign_50,44214,10603,7142,832,21,4103.66
email_20221231_276,2022-12-31,email_campaign_41,8880,8141,8630,108,57,4463.47
email_20221231_277,2022-12-31,email_campaign_37,26620,31441,7550,743,18,2865.68
email_20230101_278,2023-01-01,email_campaign_47,16441,18850,3232,263,78,1504.32
email_20230101_279,2023-01-01,email_campaign_27,9611,38837,8010,119,52,3528.79
email_20230102_280,2023-01-02,email_campaign_12,5497,40905,6723,172,13,1764.17
email_20230102_281,2023-01-02,email_campaign_2,34868,39404,3689,605,49,4137.41
email_20230103_282,2023-01-03,email_campaign_8,45699,13719,3506,100,54,901.28
email_20230103_283,2023-01-03,email_campaign_7,23335,7490,3443,311,55,1990.49
email_20230103_284,2023-01-03,email_campaign_13,15350,18970,7560,854,90,3277.16
email_20230104_285,2023-01-04,email_campaign_45,31964,22469,6654,745,69,1816.7
email_20230104_286,2023-01-04,email_campaign_49,23029,16862,1428,751,9,1463.09
email_20230104_287,2023-01-04,email_campaign_5,41937,35481,7329,663,38,2181.16
email_20230104_288,2023-01-04,email_campaign_28,47120,27467,8010,739,9,2883.86
email_20230104_289,2023-01-04,email_campaign_36,29401,29189,6246,890,40,1349.56
email_20230105_290,2023-01-05,email_campaign_14,34337,40025,4270,371,40,3610.86
email_20230105_291,2023-01-05,email_campaign_1,34102,13490,2888,663,33,3439.6
email_20230105_292,2023-01-05,email_campaign_27,34146,29112,8547,753,24,1928.76
email_20230105_293,2023-01-05,email_campaign_33,44355,13312,7178,586,70,4881.83
email_20230106_294,2023-01-06,email_campaign_16,38241,30258,3594,507,26,1764.9
email_20230106_295,2023-01-06,email_campaign_49,10854,30469,7766,821,70,1087.08
email_20230106_296,2023-01-06,email_campaign_38,5785,12312,4012,429,23,4250.61
email_20230106_297,2023-01-06,email_campaign_36,12812,4493,1370,589,71,3184.0
email_20230106_298,2023-01-06,email_campaign_47,35726,22160,8310,207,40,935.52
email_20230107_299,2023-01-07,email_campaign_31,18946,19687,803,818,65,1381.8
email_20230107_300,2023-01-07,email_campaign_38,37263,14445,8617,535,53,2617.11
email_20230108_301,2023-01-08,email_campaign_4,13386,27208,4401,582,73,4495.91
email_20230108_302,2023-01-08,email_campaign_6,38837,35926,1679,564,15,3858.89
email_20230108_303,2023-01-08,email_campaign_28,47072,15295,3663,611,87,2592.8
email_20230108_304,2023-01-08,email_campaign_24,41777,41037,8134,375,24,4923.25
email_20230109_305,2023-01-09,email_campaign_43,15829,30221,4475,276,76,3834.84
email_20230109_306,2023-01-09,email_campaign_46,43516,24784,4764,584,57,3378.32
email_20230109_307,2023-01-09,email_campaign_2,12590,26638,8512,255,38,4540.66
email_20230110_308,2023-01-10,email_campaign_49,6294,25986,5766,707,67,1168.78
email_20230110_309,2023-01-10,email_campaign_9,34199,43445,4153,825,62,4575.37
email_20230110_310,2023-01-10,email_campaign_12,48566,42350,2325,897,34,3539.22
email_20230110_311,2023-01-10,email_campaign_17,10108,4273,8947,443,42,3676.42
email_20230111_312,2023-01-11,email_campaign_14,19980,36954,1976,796,71,3983.26
email_20230111_313,2023-01-11,email_campaign_20,43230,13618,1897,858,89,2896.78
email_20230111_314,2023-01-11,email_campaign_4,39666,39680,8601,700,40,3980.09
email_20230111_315,2023-01-11,email_campaign_28,32825,8684,5218,163,81,1585.88
email_20230111_316,2023-01-11,email_campaign_6,30750,36462,7897,234,69,2756.43
email_20230112_317,2023-01-12,email_campaign_29,34578,23839,1184,140,34,1657.35
email_20230112_318,2023-01-12,email_campaign_19,37896,18621,2568,809,50,1557.8
email_20230112_319,2023-01-12,email_campaign_14,12745,43872,3316,297,42,2994.83
email_20230113_320,2023-01-13,email_campaign_16,7114,24777,7904,801,69,3682.63
email_20230113_321,2023-01-13,email_campaign_42,17403,31294,6216,651,48,2868.08
email_20230113_322,2023-01-13,email_campaign_21,44190,19756,5995,489,40,1807.31
email_20230113_323,2023-01-13,email_campaign_31,6332,36701,4924,626,33,2183.08
email_20230113_324,2023-01-13,email_campaign_23,45041,12603,1485,879,62,1745.09
email_20230114_325,2023-01-14,email_campaign_24,23927,27900,7681,585,54,2376.66
email_20230114_326,2023-01-14,email_campaign_24,39767,17845,6045,900,22,505.96
email_20230115_327,2023-01-15,email_campaign_29,40126,19306,3115,322,66,3337.7
email_20230115_328,2023-01-15,email_campaign_43,42718,24691,8533,261,19,4195.22
email_20230116_329,2023-01-16,email_campaign_12,45846,37691,3574,132,28,2087.11
email_20230116_330,2023-01-16,email_campaign_3,30813,4186,8342,356,33,4701.85
email_20230117_331,2023-01-17,email_campaign_19,47970,7707,2606,433,63,3865.08
email_20230117_332,2023-01-17,email_campaign_45,17672,32647,7329,417,70,4903.56
email_20230117_333,2023-01-17,email_campaign_32,42303,16887,1443,163,45,1158.83
email_20230118_334,2023-01-18,email_campaign_11,38331,12290,7603,579,21,1596.18
email_20230118_335,2023-01-18,email_campaign_19,17979,20131,1280,744,28,4023.18
email_20230118_336,2023-01-18,email_campaign_28,22845,22699,3846,666,36,1748.51
email_20230119_337,2023-01-19,email_campaign_46,5518,33748,5431,789,9,3740.96
email_20230119_338,2023-01-19,email_campaign_3,14042,24813,8507,89,85,1155.54
email_20230119_339,2023-01-19,email_campaign_13,8661,7877,6842,559,46,1792.38
email_20230120_340,2023-01-20,email_campaign_27,18513,43254,1437,302,55,548.46
