return_id,order_line_id,product_id,return_reason,return_timestamp,refund_amount
return_0000051,order_000336_1,prod_439,Wrong Size,2022-11-11 10:34:00+00:00,9.98
return_0000052,order_000344_1,prod_165,Defective,2022-11-15 14:09:00+00:00,36.39
return_0000053,order_000352_1,prod_035,Wrong Size,2022-11-03 18:40:00+00:00,63.58
return_0000054,order_000363_1,prod_581,Changed Mind,2022-11-24 19:18:00+00:00,54.33
return_0000055,order_000379_1,prod_092,Wrong Size,2022-11-23 08:24:00+00:00,26.39
return_0000056,order_000381_3,prod_041,Not as Described,2022-11-24 17:35:00+00:00,28.92
return_0000057,order_000388_1,prod_262,Changed Mind,2022-11-05 21:54:00+00:00,40.4
return_0000058,order_000390_4,prod_373,Changed Mind,2022-11-03 22:42:00+00:00,77.49
return_0000059,order_000396_1,prod_049,Defective,2022-11-21 18:09:00+00:00,18.43
return_0000060,order_000399_2,prod_519,Late Delivery,2022-11-17 12:12:00+00:00,13.7
return_0000061,order_000402_3,prod_148,Not as Described,2022-11-24 18:22:00+00:00,94.63
return_0000062,order_000415_3,prod_214,Changed Mind,2022-11-23 14:45:00+00:00,91.24
return_0000063,order_000416_2,prod_231,Defective,2022-11-20 15:12:00+00:00,37.21
return_0000064,order_000419_3,prod_494,Defective,2022-11-21 21:28:00+00:00,83.16
return_0000065,order_000425_4,prod_243,Late Delivery,2022-11-21 19:05:00+00:00,19.23
return_0000066,order_000427_3,prod_280,Defective,2022-11-12 19:50:00+00:00,63.42
return_0000067,order_000428_4,prod_040,Defective,2022-11-14 21:01:00+00:00,190.19
return_0000068,order_000435_3,prod_108,Wrong Size,2022-11-17 15:03:00+00:00,74.16
return_0000069,order_000447_1,prod_529,Late Delivery,2022-11-09 17:25:00+00:00,21.42
return_0000070,order_000448_4,prod_237,Changed Mind,2022-11-23 08:51:00+00:00,40.11
return_0000071,order_000471_3,prod_150,Defective,2022-11-23 21:55:00+00:00,16.6
return_0000072,order_000473_1,prod_541,Late Delivery,2022-11-28 09:31:00+00:00,121.6
return_0000073,order_000480_1,prod_265,Defective,2022-11-29 19:11:00+00:00,51.73
return_0000074,order_000482_1,prod_144,Wrong Size,2022-11-18 16:48:00+00:00,64.69
return_0000075,order_000492_3,prod_397,Defective,2022-11-25 09:01:00+00:00,70.31
return_0000076,order_000501_1,prod_193,Defective,2022-11-09 22:09:00+00:00,22.14
return_0000077,order_000512_3,prod_533,Defective,2022-11-07 18:18:00+00:00,84.78
return_0000078,order_000514_3,prod_466,Wrong Size,2022-11-11 14:06:00+00:00,82.44
return_0000079,order_000516_4,prod_570,Defective,2022-11-03 18:08:00+00:00,27.97
return_0000080,order_000517_2,prod_334,Late Delivery,2022-11-08 14:14:00+00:00,29.52
return_0000081,order_000536_2,prod_089,Changed Mind,2022-11-25 14:47:00+00:00,18.77
return_0000082,order_000546_1,prod_042,Not as Described,2022-11-22 08:49:00+00:00,8.74
return_0000083,order_000557_2,prod_313,Changed Mind,2022-11-26 16:20:00+00:00,12.53
return_0000084,order_000558_2,prod_181,Changed Mind,2022-11-14 12:39:00+00:00,159.82
return_0000085,order_000564_5,prod_252,Changed Mind,2022-11-26 13:39:00+00:00,20.64
return_0000086,order_000567_4,prod_237,Not as Described,2022-11-09 21:57:00+00:00,207.3
return_0000087,order_000574_2,prod_237,Changed Mind,2022-11-18 11:17:00+00:00,51.94
return_0000088,order_000576_1,prod_178,Defective,2022-11-23 13:37:00+00:00,37.76
return_0000089,order_000577_4,prod_207,Defective,2022-12-02 10:27:00+00:00,44.41
return_0000090,order_000580_3,prod_497,Changed Mind,2022-11-13 22:06:00+00:00,53.95
return_0000091,order_000595_1,prod_068,Defective,2022-11-22 14:47:00+00:00,72.87
return_0000092,order_000603_2,prod_450,Late Delivery,2022-11-16 18:35:00+00:00,20.03
return_0000093,order_000623_3,prod_200,Changed Mind,2022-11-21 22:52:00+00:00,16.87
return_0000094,order_000636_2,prod_155,Not as Described,2022-12-03 08:41:00+00:00,37.37
return_0000095,order_000636_4,prod_093,Changed Mind,2022-11-30 18:20:00+00:00,104.64
return_0000096,order_000638_1,prod_042,Not as Described,2022-11-24 08:04:00+00:00,39.87
return_0000097,order_000647_1,prod_463,Late Delivery,2022-11-21 20:46:00+00:00,51.03
return_0000098,order_000661_2,prod_437,Late Delivery,2022-11-16 09:13:00+00:00,36.74
return_0000099,order_000674_2,prod_283,Defective,2022-11-11 22:26:00+00:00,46.13
return_0000100,order_000680_5,prod_082,Defective,2022-11-15 11:04:00+00:00,46.48
return_0000101,order_000698_4,prod_192,Changed Mind,2022-11-24 22:40:00+00:00,10.93
return_0000102,order_000698_5,prod_511,Late Delivery,2022-11-11 16:09:00+00:00,65.07
return_0000103,order_000702_3,prod_571,Defective,2022-11-12 14:42:00+00:00,63.86
return_0000104,order_000706_1,prod_327,Not as Described,2022-11-14 08:15:00+00:00,108.68
return_0000105,order_000706_3,prod_358,Defective,2022-11-18 20:43:00+00:00,97.49
return_0000106,order_000706_4,prod_547,Defective,2022-11-12 21:59:00+00:00,4.21
return_0000107,order_000715_3,prod_497,Late Delivery,2022-11-28 21:20:00+00:00,44.04
return_0000108,order_000716_2,prod_252,Defective,2022-11-25 22:06:00+00:00,112.87
return_0000109,order_000717_2,prod_317,Late Delivery,2022-12-03 11:43:00+00:00,24.77
return_0000110,order_000719_3,prod_228,Late Delivery,2022-11-09 22:55:00+00:00,29.01
return_0000111,order_000723_4,prod_219,Not as Described,2022-11-08 17:01:00+00:00,44.15
return_0000112,order_000742_2,prod_190,Not as Described,2022-12-03 18:09:00+00:00,40.31
return_0000113,order_000744_3,prod_124,Late Delivery,2022-11-25 19:58:00+00:00,171.36
return_0000114,order_000751_1,prod_532,Defective,2022-11-08 15:19:00+00:00,41.79
return_0000115,order_000753_2,prod_189,Defective,2022-11-15 20:31:00+00:00,8.32
return_0000116,order_000762_2,prod_585,Changed Mind,2022-11-10 18:09:00+00:00,69.27
return_0000117,order_000775_2,prod_233,Wrong Size,2022-11-20 18:29:00+00:00,12.65
return_0000118,order_000778_4,prod_469,Changed Mind,2022-11-28 16:59:00+00:00,17.32
return_0000119,order_000784_2,prod_462,Defective,2022-11-22 11:19:00+00:00,10.9
return_0000120,order_000789_2,prod_253,Wrong Size,2022-11-10 13:23:00+00:00,12.67
return_0000121,order_000790_5,prod_149,Defective,2022-12-05 16:16:00+00:00,22.31
return_0000122,order_000802_1,prod_283,Late Delivery,2022-11-14 16:53:00+00:00,48.94
return_0000123,order_000802_2,prod_277,Wrong Size,2022-11-08 09:06:00+00:00,94.12
return_0000124,order_000803_1,prod_146,Wrong Size,2022-11-17 16:04:00+00:00,20.36
return_0000125,order_000806_1,prod_241,Changed Mind,2022-11-14 20:44:00+00:00,58.26
return_0000126,order_000807_4,prod_443,Wrong Size,2022-11-21 10:38:00+00:00,45.49
return_0000127,order_000812_2,prod_321,Not as Described,2022-12-01 20:44:00+00:00,118.22
return_0000128,order_000814_5,prod_200,Wrong Size,2022-11-14 10:58:00+00:00,12.77
return_0000129,order_000816_2,prod_479,Defective,2022-12-03 21:54:00+00:00,84.7
return_0000130,order_000818_2,prod_246,Wrong Size,2022-11-22 19:49:00+00:00,194.11
return_0000131,order_000821_1,prod_468,Defective,2022-12-06 19:35:00+00:00,55.51
return_0000132,order_000833_5,prod_118,Defective,2022-11-10 16:40:00+00:00,38.34
return_0000133,order_000835_1,prod_260,Defective,2022-11-18 12:05:00+00:00,34.84
return_0000134,order_000845_1,prod_493,Changed Mind,2022-11-22 16:01:00+00:00,14.03
return_0000135,order_000848_1,prod_092,Changed Mind,2022-12-02 13:04:00+00:00,205.21
return_0000136,order_000850_1,prod_425,Wrong Size,2022-11-11 13:08:00+00:00,10.96
return_0000137,order_000852_1,prod_112,Defective,2022-12-05 10:39:00+00:00,24.64
return_0000138,order_000852_2,prod_197,Changed Mind,2022-12-08 12:10:00+00:00,12.49
return_0000139,order_000859_2,prod_396,Defective,2022-11-21 17:47:00+00:00,23.13
return_0000140,order_000860_4,prod_319,Changed Mind,2022-12-02 08:32:00+00:00,17.32
return_0000141,order_000866_1,prod_582,Wrong Size,2022-11-26 11:00:00+00:00,53.1
return_0000142,order_000868_2,prod_300,Defective,2022-12-03 21:31:00+00:00,212.82
return_0000143,order_000878_2,prod_351,Changed Mind,2022-11-10 14:09:00+00:00,34.82
return_0000144,order_000879_2,prod_560,Not as Described,2022-11-30 22:18:00+00:00,66.89
return_0000145,order_000886_5,prod_249,Late Delivery,2022-12-02 09:32:00+00:00,7.88
return_0000146,order_000900_4,prod_506,Late Delivery,2022-11-24 17:30:00+00:00,44.46
return_0000147,order_000904_4,prod_547,Changed Mind,2022-12-08 22:43:00+00:00,38.81
return_0000148,order_000907_2,prod_209,Wrong Size,2022-12-01 08:42:00+00:00,36.02
return_0000149,order_000908_4,prod_121,Defective,2022-11-26 11:35:00+00:00,48.02
return_0000150,order_000909_1,prod_379,Defective,2022-11-28 14:52:00+00:00,35.22
return_0000151,order_000912_3,prod_485,Defective,2022-11-28 12:36:00+00:00,55.28
return_0000152,order_000914_1,prod_169,Wrong Size,2022-12-09 09:14:00+00:00,62.71
return_0000153,order_000914_4,prod_532,Defective,2022-11-26 14:05:00+00:00,140.04
return_0000154,order_000935_2,prod_497,Changed Mind,2022-12-07 21:52:00+00:00,30.83
return_0000155,order_000938_3,prod_375,Late Delivery,2022-11-21 20:00:00+00:00,32.34
return_0000156,order_000942_4,prod_001,Not as Described,2022-11-15 10:52:00+00:00,53.49
return_0000157,order_000959_1,prod_071,Not as Described,2022-11-19 11:51:00+00:00,124.11
return_0000158,order_000966_2,prod_304,Not as Described,2022-11-29 18:21:00+00:00,25.04
return_0000159,order_000975_2,prod_435,Wrong Size,2022-12-02 10:54:00+00:00,62.87
return_0000160,order_000976_4,prod_450,Defective,2022-11-13 20:10:00+00:00,7.49
return_0000161,order_000977_1,prod_106,Defective,2022-11-26 19:58:00+00:00,21.27
return_0000162,order_000981_3,prod_537,Defective,2022-11-21 12:30:00+00:00,72.4
return_0000163,order_001001_4,prod_110,Changed Mind,2022-11-21 15:42:00+00:00,73.28
return_0000164,order_001004_1,prod_084,Not as Described,2022-11-20 19:58:00+00:00,21.05
return_0000165,order_001013_2,prod_474,Late Delivery,2022-11-17 10:49:00+00:00,38.79
return_0000166,order_001015_1,prod_082,Changed Mind,2022-12-02 08:34:00+00:00,8.1
return_0000167,order_001022_2,prod_533,Not as Described,2022-11-17 13:21:00+00:00,73.83
return_0000168,order_001022_4,prod_160,Changed Mind,2022-12-09 10:08:00+00:00,13.83
return_0000169,order_001029_2,prod_485,Wrong Size,2022-11-29 11:47:00+00:00,94.88
return_0000170,order_001036_1,prod_427,Defective,2022-12-03 14:20:00+00:00,18.76
return_0000171,order_001039_2,prod_162,Late Delivery,2022-11-14 19:38:00+00:00,109.04
return_0000172,order_001041_5,prod_294,Not as Described,2022-11-14 20:51:00+00:00,20.53
return_0000173,order_001044_5,prod_116,Defective,2022-11-17 12:27:00+00:00,29.85
return_0000174,order_001046_2,prod_495,Wrong Size,2022-11-20 22:11:00+00:00,28.55
return_0000175,order_001047_2,prod_594,Wrong Size,2022-11-27 21:17:00+00:00,126.31
return_0000176,order_001048_1,prod_283,Changed Mind,2022-11-29 22:59:00+00:00,29.16
return_0000177,order_001050_2,prod_224,Late Delivery,2022-12-10 20:20:00+00:00,50.16
return_0000178,order_001054_3,prod_406,Late Delivery,2022-12-02 15:59:00+00:00,68.86
return_0000179,order_001056_3,prod_102,Changed Mind,2022-12-05 22:46:00+00:00,66.1
return_0000180,order_001060_3,prod_417,Changed Mind,2022-11-26 17:58:00+00:00,101.82
return_0000181,order_001064_2,prod_092,Defective,2022-11-25 11:18:00+00:00,47.78
return_0000182,order_001066_2,prod_322,Changed Mind,2022-11-15 20:04:00+00:00,12.34
return_0000183,order_001076_2,prod_262,Defective,2022-11-26 19:39:00+00:00,29.06
return_0000184,order_001077_1,prod_369,Late Delivery,2022-12-08 13:24:00+00:00,63.42
return_0000185,order_001080_4,prod_121,Defective,2022-11-18 17:15:00+00:00,40.02
return_0000186,order_001084_1,prod_406,Defective,2022-12-07 09:27:00+00:00,91.49
return_0000187,order_001084_4,prod_124,Defective,2022-11-27 10:40:00+00:00,35.12
return_0000188,order_001086_1,prod_052,Not as Described,2022-12-11 20:02:00+00:00,85.26
return_0000189,order_001090_1,prod_052,Changed Mind,2022-12-10 22:03:00+00:00,54.5
return_0000190,order_001092_1,prod_322,Not as Described,2022-11-30 15:58:00+00:00,8.6
return_0000191,order_001093_1,prod_133,Not as Described,2022-11-24 15:59:00+00:00,17.38
return_0000192,order_001102_3,prod_084,Changed Mind,2022-11-30 16:11:00+00:00,3.64
return_0000193,order_001109_4,prod_468,Wrong Size,2022-11-30 21:00:00+00:00,146.16
return_0000194,order_001113_5,prod_135,Defective,2022-11-26 11:32:00+00:00,96.52
return_0000195,order_001120_2,prod_237,Defective,2022-11-27 21:00:00+00:00,8.39
return_0000196,order_001124_1,prod_011,Not as Described,2022-12-03 11:36:00+00:00,121.49
return_0000197,order_001125_1,prod_596,Defective,2022-11-21 16:50:00+00:00,76.86
return_0000198,order_001134_1,prod_390,Wrong Size,2022-12-06 09:58:00+00:00,83.63
return_0000199,order_001135_3,prod_202,Changed Mind,2022-11-18 20:09:00+00:00,11.23
return_0000200,order_001137_1,prod_416,Late Delivery,2022-12-14 22:51:00+00:00,73.9
return_0000201,order_001140_4,prod_011,Not as Described,2022-12-11 09:09:00+00:00,68.96
return_0000202,order_001141_2,prod_368,Not as Described,2022-12-12 16:29:00+00:00,68.96
return_0000203,order_001144_3,prod_492,Wrong Size,2022-11-29 14:52:00+00:00,224.4
return_0000204,order_001149_4,prod_151,Late Delivery,2022-11-28 14:23:00+00:00,31.2
return_0000205,order_001152_4,prod_168,Changed Mind,2022-12-10 14:32:00+00:00,53.88
return_0000206,order_001153_1,prod_438,Defective,2022-11-22 18:59:00+00:00,20.5
return_0000207,order_001153_2,prod_496,Late Delivery,2022-11-16 13:00:00+00:00,8.97
return_0000208,order_001156_2,prod_597,Defective,2022-11-21 13:41:00+00:00,38.59
return_0000209,order_001158_5,prod_344,Changed Mind,2022-12-13 22:58:00+00:00,51.36
return_0000210,order_001173_2,prod_387,Late Delivery,2022-11-28 12:26:00+00:00,64.65
return_0000211,order_001175_1,prod_556,Defective,2022-11-21 22:54:00+00:00,61.74
return_0000212,order_001186_2,prod_283,Not as Described,2022-11-23 18:02:00+00:00,39.25
return_0000213,order_001197_2,prod_406,Late Delivery,2022-12-04 18:03:00+00:00,129.71
return_0000214,order_001205_1,prod_454,Defective,2022-11-26 08:39:00+00:00,9.61
return_0000215,order_001212_1,prod_124,Defective,2022-12-12 13:56:00+00:00,59.69
return_0000216,order_001218_2,prod_245,Changed Mind,2022-12-10 18:25:00+00:00,85.22
return_0000217,order_001220_1,prod_313,Defective,2022-11-28 17:54:00+00:00,20.69
return_0000218,order_001226_1,prod_280,Defective,2022-11-27 09:15:00+00:00,36.98
return_0000219,order_001228_2,prod_586,Not as Described,2022-12-14 08:54:00+00:00,174.58
return_0000220,order_001235_3,prod_383,Changed Mind,2022-12-11 15:19:00+00:00,19.12
return_0000221,order_001235_4,prod_493,Not as Described,2022-12-14 10:36:00+00:00,21.48
return_0000222,order_001236_1,prod_510,Not as Described,2022-11-28 18:59:00+00:00,48.1
return_0000223,order_001252_2,prod_106,Not as Described,2022-12-05 21:30:00+00:00,27.85
return_0000224,order_001262_1,prod_311,Changed Mind,2022-11-29 09:55:00+00:00,67.22
return_0000225,order_001266_3,prod_091,Changed Mind,2022-11-22 08:01:00+00:00,36.32
return_0000226,order_001266_4,prod_555,Changed Mind,2022-12-13 08:15:00+00:00,5.11
return_0000227,order_001276_1,prod_478,Late Delivery,2022-12-17 21:08:00+00:00,46.79
return_0000228,order_001283_1,prod_405,Wrong Size,2022-11-20 14:27:00+00:00,18.04
return_0000229,order_001287_3,prod_287,Changed Mind,2022-12-15 20:54:00+00:00,24.72
return_0000230,order_001303_4,prod_011,Late Delivery,2022-12-08 17:43:00+00:00,11.25
return_0000231,order_001304_2,prod_209,Wrong Size,2022-12-12 10:42:00+00:00,47.73
return_0000232,order_001305_3,prod_260,Late Delivery,2022-11-22 14:06:00+00:00,73.2
return_0000233,order_001308_1,prod_358,Late Delivery,2022-12-05 21:16:00+00:00,23.0
return_0000234,order_001313_3,prod_097,Defective,2022-12-10 10:11:00+00:00,93.69
return_0000235,order_001317_2,prod_115,Defective,2022-12-18 13:59:00+00:00,72.14
return_0000236,order_001317_3,prod_275,Late Delivery,2022-12-04 21:03:00+00:00,33.76
return_0000237,order_001317_4,prod_491,Late Delivery,2022-12-17 16:25:00+00:00,13.41
return_0000238,order_001322_2,prod_250,Late Delivery,2022-11-19 19:54:00+00:00,98.86
return_0000239,order_001322_3,prod_243,Wrong Size,2022-11-29 21:53:00+00:00,12.85
return_0000240,order_001326_1,prod_032,Wrong Size,2022-11-26 20:27:00+00:00,74.4
return_0000241,order_001326_3,prod_060,Not as Described,2022-12-04 12:52:00+00:00,39.29
return_0000242,order_001327_2,prod_131,Defective,2022-12-04 14:40:00+00:00,150.27
return_0000243,order_001327_4,prod_183,Late Delivery,2022-12-17 22:10:00+00:00,120.3
return_0000244,order_001328_4,prod_475,Wrong Size,2022-12-09 10:08:00+00:00,67.28
return_0000245,order_001336_4,prod_367,Wrong Size,2022-12-10 15:52:00+00:00,34.55
return_0000246,order_001341_1,prod_575,Defective,2022-12-12 11:23:00+00:00,12.75
return_0000247,order_001344_2,prod_268,Changed Mind,2022-12-02 13:42:00+00:00,46.69
return_0000248,order_001352_2,prod_135,Late Delivery,2022-11-21 21:42:00+00:00,99.87
return_0000249,order_001353_3,prod_406,Defective,2022-12-18 17:55:00+00:00,37.9
return_0000250,order_001353_5,prod_339,Defective,2022-12-04 22:03:00+00:00,174.48
return_0000251,order_001357_1,prod_462,Defective,2022-12-06 18:39:00+00:00,24.96
return_0000252,order_001365_4,prod_116,Wrong Size,2022-12-16 22:20:00+00:00,12.68
return_0000253,order_001369_3,prod_521,Defective,2022-12-14 08:03:00+00:00,54.16
return_0000254,order_001373_1,prod_071,Changed Mind,2022-11-30 15:41:00+00:00,122.73
return_0000255,order_001379_2,prod_516,Late Delivery,2022-11-25 15:04:00+00:00,65.73
return_0000256,order_001385_2,prod_504,Not as Described,2022-12-17 18:38:00+00:00,4.62
return_0000257,order_001386_1,prod_301,Wrong Size,2022-12-18 19:11:00+00:00,61.5
return_0000258,order_001390_1,prod_583,Late Delivery,2022-12-06 16:36:00+00:00,16.68
return_0000259,order_001397_2,prod_176,Not as Described,2022-11-22 15:10:00+00:00,30.19
return_0000260,order_001397_3,prod_262,Wrong Size,2022-12-16 18:35:00+00:00,45.01
return_0000261,order_001405_3,prod_569,Late Delivery,2022-12-15 09:05:00+00:00,6.57
return_0000262,order_001409_2,prod_208,Changed Mind,2022-11-26 22:32:00+00:00,74.67
return_0000263,order_001414_2,prod_186,Defective,2022-11-30 09:38:00+00:00,73.27
return_0000264,order_001418_2,prod_241,Changed Mind,2022-11-27 11:44:00+00:00,136.42
return_0000265,order_001424_1,prod_390,Not as Described,2022-11-25 19:57:00+00:00,10.21
return_0000266,order_001425_4,prod_368,Wrong Size,2022-12-15 14:54:00+00:00,31.07
return_0000267,order_001427_2,prod_090,Wrong Size,2022-11-26 12:15:00+00:00,25.03
return_0000268,order_001431_1,prod_063,Changed Mind,2022-12-11 13:44:00+00:00,62.28
return_0000269,order_001433_2,prod_557,Not as Described,2022-12-08 21:34:00+00:00,89.06
return_0000270,order_001439_1,prod_570,Defective,2022-12-12 19:26:00+00:00,79.84
return_0000271,order_001440_2,prod_237,Late Delivery,2022-11-25 13:42:00+00:00,29.93
return_0000272,order_001445_2,prod_473,Late Delivery,2022-12-10 19:47:00+00:00,67.73
return_0000273,order_001446_1,prod_600,Changed Mind,2022-12-02 18:25:00+00:00,20.34
return_0000274,order_001450_2,prod_138,Defective,2022-12-02 20:33:00+00:00,26.57
return_0000275,order_001453_3,prod_129,Changed Mind,2022-12-20 11:17:00+00:00,33.3
return_0000276,order_001456_2,prod_443,Not as Described,2022-11-24 14:21:00+00:00,148.72
return_0000277,order_001469_2,prod_560,Defective,2022-12-02 12:45:00+00:00,100.09
return_0000278,order_001476_1,prod_296,Not as Described,2022-12-01 16:28:00+00:00,44.19
return_0000279,order_001476_3,prod_433,Wrong Size,2022-11-26 10:47:00+00:00,60.78
return_0000280,order_001483_1,prod_374,Not as Described,2022-12-01 15:49:00+00:00,85.16
return_0000281,order_001483_4,prod_445,Late Delivery,2022-11-25 15:15:00+00:00,41.79
return_0000282,order_001484_3,prod_155,Wrong Size,2022-12-09 16:29:00+00:00,7.04
return_0000283,order_001485_3,prod_495,Defective,2022-12-22 20:02:00+00:00,13.83
return_0000284,order_001495_3,prod_519,Changed Mind,2022-12-05 20:32:00+00:00,12.08
return_0000285,order_001499_2,prod_054,Late Delivery,2022-11-27 11:13:00+00:00,35.22
return_0000286,order_001514_3,prod_119,Defective,2022-12-06 08:03:00+00:00,35.16
return_0000287,order_001526_4,prod_576,Late Delivery,2022-12-15 15:44:00+00:00,143.6
return_0000288,order_001527_4,prod_313,Changed Mind,2022-12-10 17:21:00+00:00,12.86
return_0000289,order_001533_3,prod_068,Changed Mind,2022-12-21 18:06:00+00:00,11.69
return_0000290,order_001534_3,prod_455,Not as Described,2022-12-19 10:06:00+00:00,38.68
return_0000291,order_001536_1,prod_019,Defective,2022-12-15 15:27:00+00:00,16.38
return_0000292,order_001536_3,prod_286,Defective,2022-12-09 09:02:00+00:00,50.92
return_0000293,order_001537_2,prod_314,Wrong Size,2022-12-10 09:24:00+00:00,43.42
return_0000294,order_001537_4,prod_233,Changed Mind,2022-12-20 12:30:00+00:00,47.35
return_0000295,order_001595_3,prod_095,Defective,2022-11-29 13:51:00+00:00,8.68
return_0000296,order_001595_4,prod_336,Not as Described,2022-11-28 16:54:00+00:00,63.45
return_0000297,order_001607_3,prod_084,Changed Mind,2022-12-12 16:57:00+00:00,18.92
return_0000298,order_001609_3,prod_149,Defective,2022-12-07 20:18:00+00:00,20.4
return_0000299,order_001611_4,prod_156,Wrong Size,2022-11-28 22:07:00+00:00,10.9
return_0000300,order_001612_4,prod_495,Defective,2022-11-25 21:19:00+00:00,9.99
return_0000301,order_001613_1,prod_086,Changed Mind,2022-12-21 11:35:00+00:00,76.4
return_0000302,order_001616_1,prod_135,Defective,2022-11-30 08:34:00+00:00,25.47
return_0000303,order_001622_4,prod_145,Changed Mind,2022-12-21 10:18:00+00:00,9.34
return_0000304,order_001626_2,prod_083,Late Delivery,2022-12-08 22:36:00+00:00,43.84
return_0000305,order_001628_3,prod_556,Changed Mind,2022-12-22 11:32:00+00:00,70.12
return_0000306,order_001646_4,prod_120,Wrong Size,2022-11-26 15:12:00+00:00,30.48
return_0000307,order_001652_1,prod_064,Changed Mind,2022-12-11 16:10:00+00:00,136.04
return_0000308,order_001652_5,prod_060,Not as Described,2022-12-02 13:52:00+00:00,107.06
return_0000309,order_001653_3,prod_417,Not as Described,2022-12-14 21:04:00+00:00,32.39
